file_id,fw-og,fw-i,fw-det,fw-den,fw-at,fw-jeg,fw-som,fw-en,fw-er,fw-til,fw-med,fw-de,fw-paa,fw-han,fw-af,fw-saa,fw-der,fw-for,fw-var,fw-du,fw-men,fw-ikke,fw-et,fw-mig,fw-sig,fw-om,fw-har,fw-hun,fw-da,fw-min,fw-ved,fw-fra,fw-nu,fw-vi,fw-hans,fw-sin,fw-hvor,fw-dig,fw-ham,fw-skal,fw-vil,fw-hvad,fw-din,fw-havde,fw-naar,fw-kan,fw-dog,fw-dem,fw-man,fw-over,fw-her,fw-alle,fw-kun,fw-os,fw-selv,fw-blev,fw-ud,fw-mit,fw-gud,fw-end,fw-op,fw-sagde,fw-ja,fw-ei,fw-kom,fw-mod,fw-alt,fw-o,fw-være,fw-kunde,fw-vor,fw-sit,fw-vel,fw-oc,fw-ingen,fw-jo,fw-eller,fw-vilde,fw-maa,fw-denne,fw-hand,fw-efter,fw-thi,fw-ind,fw-deres,fw-dit,fw-gik,fw-hendes,fw-hver,fw-under,fw-hende,fw-aldrig,fw-ned,fw-ej,fw-ey,fw-gamle,fw-have,fw-skulde,fw-lille,fw-hvis
grundtvig11val_workid125367,3,4,4,2,0,0,2,1,4,4,4,14,3,4,3,0,1,3,1,1,0,0,1,0,0,0,1,0,1,0,0,13,2,1,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brorson02val_workid139123,20,16,6,3,15,0,13,2,6,6,1,3,0,0,3,2,2,17,1,1,1,2,3,0,4,1,2,0,1,0,2,0,0,6,1,0,1,2,1,0,1,2,12,0,0,0,1,5,3,0,2,3,0,4,1,0,0,0,4,0,0,0,0,0,0,0,2,2,2,0,2,0,1,0,0,1,1,0,1,2,2,2,0,0,1,3,0,1,3,1,1,0,1,0,1,0,1,0,0,1
bording01val_workid96437,0,2,7,9,12,1,10,2,3,13,5,1,3,0,4,3,4,5,8,4,4,1,1,1,6,3,1,0,2,0,4,3,1,0,5,3,4,3,0,0,0,1,1,0,1,0,2,1,0,0,5,0,0,2,0,0,1,0,1,2,0,0,2,0,0,0,3,1,0,2,2,2,1,2,0,1,0,0,1,0,13,0,2,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,1
grundtvig12val_workid75152,7,11,3,8,1,1,8,0,6,2,6,1,6,0,3,2,0,2,5,0,0,0,1,0,0,0,0,0,2,0,4,3,1,1,4,1,0,0,0,0,0,0,0,0,0,0,3,0,2,5,0,0,0,2,0,1,0,0,2,2,0,0,0,5,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,4,0,2,0,0,0,0,0,0,0,0
hauch03val_workid84558,6,1,1,5,2,8,0,0,0,3,0,1,0,0,1,2,1,0,0,0,0,2,2,3,0,0,3,0,5,4,0,1,0,0,0,0,1,0,0,2,2,0,0,0,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hauch03val_workid87226,7,4,6,3,0,12,5,2,2,1,0,2,2,1,2,1,3,1,2,3,0,1,1,4,0,0,7,0,1,2,1,2,0,0,0,0,0,0,0,2,0,4,0,0,1,1,3,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
claussen08val_workid62265,4,7,5,5,3,8,3,10,2,1,1,2,2,2,3,1,0,4,2,0,2,2,1,1,1,0,0,10,3,0,1,3,3,0,0,3,1,0,1,1,0,2,0,0,1,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kingo04val_workid79131,9,8,7,2,5,3,3,0,3,6,4,7,5,0,0,2,2,2,1,4,2,1,2,0,2,0,1,2,3,2,0,2,2,2,1,2,4,4,0,0,0,2,3,0,1,0,2,6,0,0,2,3,0,0,0,1,0,1,0,0,1,2,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,1,0,3,6,0,2,1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0
worm01val_workid100859,7,3,0,0,0,1,2,0,6,3,2,0,1,0,5,1,1,2,0,5,0,0,3,7,0,1,2,0,1,6,1,0,0,0,0,0,0,5,0,4,0,0,6,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0
munp1_workid62499,4,4,2,4,0,0,4,5,3,1,4,10,3,0,0,0,1,1,0,1,0,1,2,0,3,1,2,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0
richardt02_workid100029,15,5,3,2,1,0,2,1,3,1,3,4,2,0,4,1,0,2,0,0,2,0,0,0,1,0,1,5,1,0,0,0,3,1,0,0,1,0,0,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,1,4,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0
munp2_workid60923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
richardt02_workid68334,3,6,1,2,4,0,3,3,0,5,6,3,3,1,2,1,2,3,0,5,1,1,0,0,1,1,3,0,0,0,0,2,1,0,0,1,0,1,0,1,3,0,0,0,0,2,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
richardt01_workid62587,11,0,4,3,0,12,2,3,6,1,2,0,4,1,0,5,1,1,0,0,1,1,0,1,1,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
jacob04val_workid65516,5,2,3,3,0,0,0,1,9,0,3,7,2,0,1,0,1,0,0,0,4,2,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
baggesen02val_workid57401,26,9,13,5,13,8,9,9,1,8,6,5,10,3,7,5,4,3,6,7,4,2,5,8,3,4,7,2,0,3,0,4,1,2,0,1,2,3,2,2,4,2,2,1,2,3,1,2,7,0,1,7,0,2,3,5,0,0,1,0,1,1,0,4,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,2,0,0,1,4,1,0,0,0,0,1,0,0,0,1,0,1,4
brorson02val_workid124751,32,28,12,12,14,37,12,4,14,6,12,5,4,5,9,11,5,18,3,1,6,2,5,13,2,7,7,3,7,9,4,4,4,0,14,1,11,1,22,5,6,1,2,2,3,2,2,2,1,7,2,1,2,0,0,1,2,5,2,3,1,1,2,0,0,2,0,2,4,2,0,0,4,0,0,1,1,0,0,1,6,1,0,0,0,0,0,0,0,0,0,2,0,0,10,0,1,2,0,0
richardt01_workid62938,33,15,14,10,4,3,9,6,5,11,6,1,5,18,4,14,5,9,9,0,11,3,8,0,6,6,7,8,4,1,2,3,2,2,6,6,2,0,4,4,0,2,0,0,1,4,1,0,1,0,4,1,0,1,1,3,2,2,1,0,0,0,6,0,2,1,3,0,0,0,3,5,0,0,1,0,0,1,1,0,0,2,3,1,0,0,1,0,0,1,1,0,1,0,0,0,2,1,4,0
hertz09_lev_workid72845,18,5,3,5,1,0,2,3,1,3,5,0,0,0,0,1,3,2,0,0,3,0,3,0,2,0,1,0,0,0,1,3,0,8,0,2,0,0,0,0,0,3,0,0,1,4,0,0,0,0,1,1,0,5,1,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
richardt01_workid77172,12,8,2,4,0,0,0,0,0,2,2,3,2,6,0,3,1,1,0,0,2,1,1,0,2,0,1,3,2,1,0,1,0,1,0,5,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0
oehl01val_workid72714,3,2,3,5,0,0,2,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kingo01val_workid89209,7,3,1,2,0,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
claussen05val_workid56087,3,3,0,3,0,3,2,2,5,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,3,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
kaalund01_workid86970,15,13,20,12,4,26,20,12,14,7,12,22,6,0,6,5,4,11,2,9,4,0,1,3,2,3,9,0,3,4,2,3,11,9,0,1,6,4,0,5,4,1,3,0,4,4,0,1,3,1,1,1,0,2,2,0,2,0,1,0,1,0,4,0,0,1,2,0,1,0,2,0,1,0,4,2,1,3,6,0,0,1,0,0,1,1,2,0,3,0,0,1,2,6,0,6,0,0,2,1
kaalund01_workid57054,3,3,2,1,0,2,0,0,1,0,2,2,3,0,1,2,1,0,0,3,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
boedtcher01_workid90627,8,3,1,2,0,1,2,3,0,3,0,0,0,0,2,1,0,1,1,0,1,0,4,1,2,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0
plough01_workid74303,33,4,11,2,1,0,5,6,12,5,4,3,3,3,1,2,3,4,4,3,6,4,1,0,2,3,3,0,5,0,0,1,1,16,2,4,0,0,1,10,8,1,0,1,5,0,1,0,0,2,1,0,6,3,1,3,0,1,1,2,0,0,1,0,0,3,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,8,0,0,0,1,0,0
kingo01val_workid99637,7,3,2,0,2,2,2,1,1,5,2,2,1,0,2,1,1,1,0,3,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hertz11_lev_workid60673,63,28,29,14,34,29,21,29,31,18,20,3,11,14,28,10,30,14,2,22,22,7,15,9,2,15,17,0,3,18,16,4,4,1,6,3,1,18,2,5,1,8,13,2,8,8,5,1,20,4,1,5,3,2,4,2,0,7,0,5,1,0,3,22,0,0,2,1,0,0,1,0,7,0,1,0,1,0,1,1,0,1,1,0,1,8,0,0,1,0,0,3,1,0,0,1,1,1,2,5
michs_03_workid56257,4,2,4,1,1,6,2,3,2,0,5,0,3,0,0,0,1,0,0,4,0,0,0,2,1,2,0,0,1,4,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stuckenberg02_workid91411,10,9,3,4,0,5,11,8,3,1,1,6,3,0,2,2,5,2,1,3,2,0,3,3,1,1,0,0,2,1,0,0,3,0,0,2,1,1,0,0,0,0,3,0,0,1,0,3,0,2,0,2,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
grundtvig11val_workid63416,14,12,6,7,1,0,6,4,6,7,7,6,5,4,5,12,3,4,1,0,2,0,0,0,5,3,0,2,3,0,0,1,4,4,0,1,0,0,1,0,0,1,0,0,3,0,5,0,0,0,0,1,0,5,0,1,0,0,1,0,2,0,0,3,0,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0
hcaeventyr04val_workid97778,100,66,87,122,33,45,23,37,58,20,24,35,22,10,22,33,29,21,29,13,27,37,8,7,9,17,15,9,10,0,12,5,6,12,2,7,21,3,0,2,0,8,0,10,10,15,7,10,10,6,10,3,3,2,5,7,13,5,2,3,17,25,5,0,6,0,1,1,5,12,0,1,2,0,2,6,6,4,11,2,0,6,0,5,2,0,6,1,1,1,1,3,5,0,0,2,11,3,13,1
drachmann01_workid62179,24,21,7,6,2,0,8,7,10,4,5,9,12,11,5,6,12,7,2,0,6,3,5,1,6,3,2,0,3,1,0,8,1,14,0,0,1,0,1,3,7,3,0,1,2,1,2,2,4,5,1,1,0,5,0,0,3,0,0,0,2,0,0,1,0,4,0,0,0,1,2,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3,0,0,2,0,0,1
stub01val_workid60392,11,4,8,10,4,12,6,7,15,0,1,1,1,0,2,0,1,0,1,1,1,0,1,6,1,2,4,1,1,1,0,0,0,0,0,0,2,0,0,3,3,3,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
stub02val_workid64048,5,9,0,3,2,2,2,0,4,1,1,1,1,0,1,1,1,2,1,2,0,0,0,1,0,0,4,0,3,6,2,0,0,0,3,0,0,1,0,0,1,0,2,0,0,0,1,1,0,2,2,1,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kingo09val_workid88100,20,5,2,0,7,0,6,1,0,4,3,2,2,0,4,3,3,1,0,7,0,0,0,0,1,1,0,0,1,1,0,2,2,6,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,6,0,0,0,1,0,0,1,0,3,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
aare04val_workid58566,4,2,2,1,0,3,1,0,3,2,0,0,1,0,2,2,0,1,0,1,0,0,1,6,0,0,3,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
claussen11val_workid62056,5,3,3,5,0,1,3,4,3,0,0,4,0,6,0,8,2,5,0,2,0,0,0,0,1,3,1,2,0,1,1,0,0,1,0,2,1,0,0,1,2,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1
michs_03_workid61618,7,6,1,3,2,7,6,7,0,3,2,3,1,0,3,0,1,0,0,0,0,0,3,4,0,3,1,0,0,5,1,1,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
stub01val_workid60176,6,6,0,4,0,0,0,1,10,2,1,0,1,0,0,1,2,2,0,0,0,0,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
richardt01_workid87152,10,5,2,2,0,0,1,0,4,4,1,3,2,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,1,3,0,0,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0
kingo03val_workid98064,21,17,2,4,11,16,6,3,5,3,10,1,7,0,6,3,1,2,0,3,3,0,1,15,4,2,2,0,1,12,0,1,4,0,2,3,1,2,1,5,5,1,5,0,0,0,3,1,0,1,1,1,1,4,2,1,1,7,10,3,3,0,0,0,0,2,4,4,0,0,0,0,4,0,1,0,1,0,0,0,3,2,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0
ewald02dkval_workid69464,13,1,0,6,2,0,4,2,2,5,1,0,0,1,7,0,0,2,0,0,0,0,3,0,4,2,0,0,3,2,3,0,1,0,4,1,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wintherchr01val_workid59930,15,3,1,2,1,4,3,0,1,0,3,2,1,1,2,4,1,2,1,9,1,0,0,1,0,0,0,0,2,1,1,0,0,2,0,1,1,2,0,4,0,3,3,0,4,1,1,1,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,8,0
plough01_workid101047,58,41,19,20,11,14,19,21,10,20,17,7,11,31,17,16,9,11,17,2,15,3,17,2,8,4,10,13,6,5,3,5,7,3,14,8,4,5,8,0,5,1,0,3,0,3,3,1,0,1,5,2,0,0,3,0,5,0,0,0,3,0,0,0,2,0,1,0,0,1,1,2,3,0,2,1,1,2,1,0,0,1,3,0,1,0,2,3,1,1,3,1,1,11,0,0,1,1,0,2
ewald02dkval_workid71685,7,1,2,4,3,5,5,1,2,2,1,2,0,1,2,0,0,3,0,2,0,1,0,3,2,1,0,0,0,2,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ewald05val_workid73227,16,7,0,14,0,3,8,1,1,2,2,2,0,4,5,2,0,2,0,2,1,0,1,1,0,0,2,0,5,5,4,0,2,5,3,0,0,1,0,4,1,4,5,1,5,1,1,3,0,0,1,0,3,6,1,0,0,3,1,1,0,0,0,0,1,2,2,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
richardt02_workid71032,20,12,9,6,6,17,3,1,8,4,4,12,8,1,4,1,4,4,8,5,3,3,1,12,1,2,7,0,1,6,2,2,0,1,0,0,0,0,0,0,0,0,3,0,2,1,1,13,0,0,0,1,1,0,1,2,0,3,0,2,0,0,2,0,1,5,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,4,3,0,0,5,0,0,0,1,1,0
stuckenberg02_workid59371,8,4,1,1,0,5,5,3,0,0,2,2,4,0,0,3,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
michs_05_workid54754,3,4,2,10,1,0,4,1,9,3,2,1,3,0,1,0,1,0,0,4,1,0,1,0,0,0,3,0,0,0,2,1,0,0,0,0,0,3,1,0,2,1,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0
wied01val_workid81475,141,91,72,29,65,119,30,51,28,35,42,19,52,92,36,37,29,27,41,23,40,33,44,37,33,18,12,2,18,20,15,11,12,22,19,5,5,8,21,9,9,8,3,14,3,11,4,3,4,16,3,3,5,15,4,6,11,6,4,2,16,20,7,0,9,8,4,2,6,6,3,2,1,0,3,4,5,6,3,7,0,12,8,5,3,0,8,0,3,7,2,2,8,0,0,3,2,5,1,1
aakjaer02val_workid63552,8,3,2,0,0,3,2,1,4,2,2,0,1,0,0,2,5,6,1,5,0,1,3,3,0,0,0,0,2,0,0,0,3,0,0,0,1,5,0,1,0,0,3,0,0,0,2,0,0,0,2,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
blich07_workid82504,70,47,22,38,70,5,37,32,10,60,12,33,19,8,28,11,26,31,7,10,4,19,21,0,15,13,4,10,13,1,12,10,4,4,0,4,5,2,1,4,2,4,5,1,8,4,1,9,5,1,3,5,0,0,3,2,3,2,0,7,0,0,0,5,0,3,2,4,14,13,1,1,6,0,8,0,11,8,1,5,0,5,2,0,8,4,0,6,1,2,5,1,1,0,0,0,12,6,0,6
hertz09_lev_workid55621,7,3,2,9,4,0,7,1,0,5,4,7,3,0,3,3,3,6,3,0,3,0,1,0,1,1,0,0,2,0,5,2,0,1,8,2,1,0,1,0,0,1,0,0,3,0,0,1,0,1,0,1,1,0,0,0,1,0,1,2,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,2,0,0,0,0,0,1,0
aakjaer02val_workid92952,4,4,3,14,0,0,2,8,1,3,5,1,3,3,1,1,2,4,1,0,1,0,2,2,1,0,0,1,1,0,0,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
aarestrup07val_workid57345,10,4,4,11,0,0,3,5,4,2,5,1,2,0,4,3,1,0,0,2,2,0,0,0,0,2,1,1,0,0,2,0,0,0,0,2,1,2,0,0,1,0,3,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
grundtvig11val_workid140506,14,5,3,1,1,0,8,1,12,2,7,5,0,4,2,0,0,6,0,0,1,0,0,0,0,1,9,0,1,0,1,1,3,2,3,3,8,0,1,0,2,0,3,1,0,0,0,3,0,0,2,2,1,5,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kaalund01_workid78881,4,0,0,0,0,3,0,0,1,0,4,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
aarestrup07val_workid75297,4,7,0,0,0,2,2,8,9,0,0,0,3,0,2,0,9,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grundtvig08val_workid58744,192,108,164,83,193,81,86,57,90,77,57,103,49,7,44,43,50,80,19,2,43,48,27,17,17,27,42,1,45,16,25,23,22,38,8,2,19,0,3,34,23,25,0,7,36,42,26,43,63,16,3,10,18,15,26,5,3,3,1,40,3,1,0,11,2,8,11,0,31,16,1,1,9,0,12,15,30,16,17,9,0,10,16,3,18,0,2,0,1,3,0,3,0,0,0,2,14,11,4,8
wintherchr01val_workid72097,3,3,0,2,0,4,1,1,2,3,2,2,1,0,0,3,1,0,0,10,0,0,0,2,1,0,0,0,2,6,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,1,0,0,0,0,5,0,0,1,0,0,0,4,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
grundtvig11val_workid82578,11,6,3,0,2,0,3,0,1,1,1,4,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
