file_id,fw-og,fw-i,fw-det,fw-den,fw-at,fw-jeg,fw-som,fw-en,fw-er,fw-til,fw-med,fw-de,fw-paa,fw-han,fw-af,fw-saa,fw-der,fw-for,fw-var,fw-du,fw-men,fw-ikke,fw-et,fw-mig,fw-sig,fw-om,fw-har,fw-hun,fw-da,fw-min,fw-ved,fw-fra,fw-nu,fw-vi,fw-hans,fw-sin,fw-hvor,fw-dig,fw-ham,fw-skal,fw-vil,fw-hvad,fw-din,fw-havde,fw-naar,fw-kan,fw-dog,fw-dem,fw-man,fw-over,fw-her,fw-alle,fw-kun,fw-os,fw-selv,fw-blev,fw-ud,fw-mit,fw-gud,fw-end,fw-op,fw-sagde,fw-ja,fw-ei,fw-kom,fw-mod,fw-alt,fw-o,fw-være,fw-kunde,fw-vor,fw-sit,fw-vel,fw-oc,fw-ingen,fw-jo,fw-eller,fw-vilde,fw-maa,fw-denne,fw-hand,fw-efter,fw-thi,fw-ind,fw-deres,fw-dit,fw-gik,fw-hendes,fw-hver,fw-under,fw-hende,fw-aldrig,fw-ned,fw-ej,fw-ey,fw-gamle,fw-have,fw-skulde,fw-lille,fw-hvis
grundtvig11val_workid118888,12,6,4,3,0,4,5,3,10,3,3,0,3,1,0,0,0,0,0,0,0,0,3,6,0,0,1,0,1,3,0,0,0,0,3,0,2,2,1,5,2,1,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stuckenberg02_workid77235,1,6,1,3,0,0,0,4,3,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hauch03val_workid83908,10,6,3,5,0,17,3,4,0,0,4,4,3,0,2,0,2,4,2,6,3,2,1,9,0,2,1,0,3,4,0,1,2,0,0,0,0,4,0,2,0,0,6,2,1,1,2,3,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,7,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1
plough01_workid56672,11,5,2,5,0,0,1,2,3,2,1,2,2,0,3,0,5,0,0,0,0,0,1,0,2,1,0,0,3,0,0,2,0,0,0,0,5,0,0,5,0,2,0,1,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,2,0,0,1,2,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
claussen04val_workid58330,8,3,3,1,0,4,4,2,5,0,0,3,0,0,0,2,2,0,1,4,1,1,2,6,0,4,1,0,3,5,1,1,1,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
richardt02_workid75147,4,2,1,1,3,21,2,4,1,3,1,0,3,2,0,15,0,1,0,0,0,3,1,6,0,2,0,0,0,2,1,0,0,0,0,0,1,0,1,4,10,1,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
aakjaer01val_workid85537,27,7,13,8,0,0,11,33,11,2,4,7,1,14,6,18,10,4,0,0,7,0,0,1,3,3,0,4,9,0,3,0,1,0,5,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,0,6,0,0,0,0,4,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rode_01_workid58244,6,0,2,0,0,4,0,2,4,0,2,0,0,0,0,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
munp1_workid78184,0,0,1,0,2,4,1,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
claussen07val_workid64097,6,6,4,1,3,1,3,2,2,0,2,1,0,11,3,3,0,3,3,0,2,4,0,3,1,0,2,0,1,8,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
aare02val_workid68659,1,0,2,2,2,0,2,2,3,0,0,1,0,0,0,1,0,0,0,11,1,0,0,2,1,2,2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
larsenthfiredigt_workid56125,9,4,1,2,0,2,7,1,0,2,0,0,1,0,2,3,2,0,4,0,2,0,1,0,4,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hertz10_lev_workid58012,23,4,1,7,1,6,9,3,6,2,4,0,4,0,4,6,4,6,4,5,0,0,1,5,1,2,1,0,0,8,2,0,0,0,0,0,0,2,0,0,1,3,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,4,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0
claussen08val_workid64506,8,4,2,4,1,1,5,1,1,2,4,3,0,3,0,0,0,2,4,2,3,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,0,1,1,0,1,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0
drachmann01_workid65712,6,5,1,3,0,2,1,2,3,1,3,2,1,2,0,4,0,1,5,0,1,2,3,2,3,0,2,4,1,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
kingo04val_workid120414,25,8,1,0,13,5,11,2,6,3,6,3,2,0,0,8,0,1,0,7,3,1,0,3,0,2,2,0,1,3,0,0,1,0,2,2,0,3,0,2,3,0,2,0,0,0,3,6,0,1,3,1,0,1,1,0,1,1,2,1,2,0,1,0,0,1,0,3,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,3,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1
brorson01_workid104308,22,14,5,3,8,4,7,5,18,7,4,2,0,0,1,1,2,9,0,9,1,6,6,5,2,1,6,0,2,5,4,2,3,0,2,0,5,12,0,3,4,5,14,0,3,2,3,1,1,0,3,0,0,1,0,0,2,2,5,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,1,0,2,1,0,2,0,1,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0
aarestrup07val_workid84358,7,12,1,5,1,5,6,3,2,2,5,4,4,1,3,0,1,3,0,2,1,2,2,5,4,2,3,1,0,0,3,0,0,5,0,1,4,5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
stub02val_workid62175,8,4,0,2,1,0,1,2,0,1,2,0,0,0,2,0,0,0,0,8,0,0,1,0,0,0,1,0,2,1,3,0,0,0,3,2,2,1,1,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stuckenberg02_workid57741,4,4,2,0,2,3,1,0,2,0,1,3,0,0,0,0,1,1,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
brorson02val_workid149100,28,14,7,3,13,10,7,3,7,4,3,0,1,0,6,8,1,9,3,2,2,2,2,6,3,0,4,0,1,2,1,0,1,1,4,1,10,3,3,3,9,2,3,0,1,0,4,0,4,0,0,4,2,0,1,1,0,1,2,1,0,0,1,0,1,0,1,5,3,1,5,0,0,0,3,0,0,0,0,3,9,0,1,1,0,1,0,3,2,1,0,2,3,0,2,0,0,1,0,0
heibergpa01val_workid124641,4,1,0,2,0,6,5,4,8,1,2,0,1,0,0,0,0,3,0,0,0,0,1,3,2,0,2,0,2,6,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
kingo02val_workid75913,6,1,2,3,0,0,3,0,0,0,1,0,3,0,3,3,1,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hertz09_lev_workid76105,14,3,9,14,0,0,1,3,2,10,6,0,5,0,3,2,12,7,1,5,5,0,4,0,2,1,2,0,1,0,4,6,0,3,2,1,1,2,1,2,0,2,3,0,0,1,0,2,0,1,0,0,0,5,0,0,1,0,3,1,1,0,1,2,0,0,0,4,0,0,6,1,1,0,0,0,0,2,0,3,0,1,1,0,0,5,2,0,0,2,0,0,2,0,0,2,0,0,0,2
brorson02val_workid101637,17,19,14,8,6,0,7,10,12,4,3,0,1,1,2,9,3,6,0,7,2,2,4,0,2,1,5,1,1,2,0,1,0,0,1,1,2,10,2,8,2,5,14,0,4,0,2,0,2,0,1,0,2,0,0,0,2,1,9,3,3,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,3,2,2,1,0,5,0,0,1,3,0,1,0,0,2,0,0,0,0,0
staffeldt01val_workid74244,6,3,0,0,0,4,2,0,1,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
aare04val_workid59781,10,11,5,7,1,0,1,2,3,3,4,1,2,3,2,1,1,1,1,0,1,0,0,0,1,1,1,0,2,0,0,0,1,0,1,3,8,0,0,1,2,0,1,0,1,0,1,0,0,0,0,0,5,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
grundtvig09val_workid64460,12,33,16,6,1,2,17,2,7,9,12,0,11,1,4,3,2,6,9,8,1,0,2,1,1,1,3,0,2,1,1,3,7,1,1,2,3,6,1,5,0,3,7,1,5,1,4,2,0,2,1,2,3,2,1,1,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,4,0,0,0,5,0,1,1,1,0,1,0,0,0,1,0,0,1,1
grundtvig11val_workid71363,13,12,5,11,4,0,11,1,12,5,6,4,0,4,2,7,3,3,0,5,1,0,0,0,3,1,2,0,2,0,1,1,0,1,0,4,0,3,1,2,1,5,3,0,1,0,5,0,3,0,3,0,2,1,1,1,0,0,1,1,0,0,1,8,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0
juelh02val_workid56408,205,147,105,60,93,2,32,96,13,70,56,53,47,55,68,71,38,52,115,10,36,40,43,1,80,22,1,139,21,3,20,32,21,9,28,22,11,1,19,3,4,5,0,55,8,0,10,9,15,28,5,13,5,1,7,23,14,1,5,7,12,10,4,0,9,5,11,0,9,18,1,5,5,0,4,3,2,11,2,3,0,13,1,8,11,0,13,32,1,5,34,1,5,0,0,3,5,12,3,4
richardt01_workid92806,17,18,4,5,0,0,7,5,1,4,2,1,2,4,3,2,8,3,3,1,4,1,3,0,1,2,2,8,2,0,2,2,0,6,0,3,0,0,0,0,0,1,0,0,0,1,0,3,0,2,1,3,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,5,0,1,0,0,0,0,1,0,1,1,0
claussen11val_workid71797,18,7,4,1,1,9,6,8,2,3,9,7,4,4,6,0,4,2,4,0,3,3,2,8,0,3,2,0,0,2,1,1,1,1,0,0,2,0,2,0,0,1,0,0,1,0,1,0,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
hcaeventyr02val_workid82056,171,82,97,72,17,31,22,29,25,20,22,78,34,24,29,43,31,11,56,22,26,13,24,10,12,26,10,17,5,1,10,5,13,23,4,5,28,3,10,1,1,5,2,15,6,10,4,10,5,4,7,5,2,1,6,8,20,1,1,1,6,32,22,0,10,1,4,12,5,7,0,5,1,0,4,5,5,1,4,1,0,4,2,5,5,1,6,1,1,5,3,2,4,0,0,34,6,7,29,0
richardt03_workid70735,10,3,3,10,0,0,9,1,9,2,0,1,0,7,4,1,0,1,0,0,1,0,3,1,0,1,4,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5
hertz09_lev_workid74432,5,1,3,3,3,0,1,1,2,1,5,1,2,0,2,0,2,0,0,0,1,1,0,0,0,1,7,0,0,0,2,3,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,4,5,0,1,0,1,10,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
munp2_workid60780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michs_03_workid63845,3,7,3,1,0,2,2,4,1,1,0,1,0,1,1,1,1,0,0,8,0,0,1,3,4,0,2,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5,0,1,1,0,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
munp2_workid60416,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blich06_workid84994,11,5,2,2,4,6,3,3,3,4,2,2,3,0,1,2,1,4,1,3,2,2,0,1,0,1,0,0,5,1,0,2,1,0,0,1,0,2,0,0,0,0,4,0,2,0,1,0,0,0,0,2,3,0,0,0,1,4,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0
richardt01_workid68491,7,6,1,3,0,4,3,4,0,2,1,2,0,0,1,3,2,0,2,0,1,0,1,0,0,1,0,0,2,1,3,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rode_13_workid58249,27,9,16,7,1,0,9,4,3,3,5,0,3,0,4,5,3,5,13,0,2,2,2,0,1,3,3,0,4,0,3,0,3,17,0,0,0,0,0,4,2,2,1,0,1,2,2,0,0,0,2,1,0,1,0,6,2,0,5,1,2,2,0,0,1,1,2,1,0,0,3,0,2,0,4,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
worm01val_workid106293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stuckenberg02_workid101566,5,1,1,0,1,1,3,1,2,2,0,0,1,0,1,5,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
aare03val_workid59575,4,4,4,2,3,5,1,3,6,0,1,3,2,1,3,3,1,0,0,0,1,3,2,2,0,2,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2
richardt02_workid89254,12,8,0,0,0,0,1,0,0,2,0,0,3,8,0,1,1,0,0,0,1,0,1,1,3,1,1,0,1,0,1,1,0,0,1,0,5,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
holb11val_workid67585,40,5,10,15,51,12,39,21,8,13,12,20,7,18,16,4,3,11,2,0,7,10,3,0,10,4,0,0,1,1,2,2,0,0,5,2,1,0,2,0,2,4,0,4,1,0,0,6,5,1,0,0,0,0,3,0,1,1,1,1,0,0,1,0,1,5,0,0,5,2,0,0,3,0,1,0,4,1,0,1,0,3,7,0,4,0,0,0,0,0,0,0,0,0,0,1,10,0,0,4
grundtvig11val_workid77740,4,6,2,3,1,0,4,2,6,1,7,0,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
hjort_09_workid54555,211,90,178,72,130,34,28,81,37,78,75,31,0,191,54,2,69,42,100,46,49,66,23,7,66,38,20,28,38,0,34,21,40,15,19,28,12,6,37,23,5,25,3,68,0,16,4,11,5,19,13,3,4,2,15,31,14,1,0,6,24,0,24,0,37,11,0,1,13,27,0,7,7,0,7,36,7,13,0,1,0,22,0,22,1,0,18,1,1,4,6,6,4,1,0,2,5,18,5,4
wintherchr01val_workid98463,3,2,4,4,1,1,4,0,4,1,1,0,1,0,1,0,3,0,0,4,0,0,1,3,0,1,2,0,0,5,1,3,0,0,0,0,0,1,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hertz10_lev_workid66612,37,8,8,14,5,6,7,8,1,13,9,5,4,8,4,7,11,2,3,7,6,0,8,8,2,5,3,17,3,4,0,4,3,4,3,3,2,1,6,0,0,1,0,0,6,5,0,0,5,0,0,2,5,0,2,0,1,2,1,0,1,3,2,3,1,4,1,0,1,1,1,2,0,0,1,0,0,2,1,0,0,0,0,1,1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
aakjaer02val_workid82574,3,5,2,6,0,0,2,0,0,1,1,1,0,2,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ewald05val_workid93817,8,4,1,5,2,3,2,0,0,3,2,7,2,1,1,1,0,1,0,0,1,0,1,2,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
munp1_workid72193,3,3,1,2,2,0,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,3,2,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
michs_03_workid66333,14,4,1,2,1,4,3,2,5,1,1,0,1,0,3,2,4,0,1,3,0,0,0,2,0,1,3,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
aakjaer02val_workid77015,18,10,3,8,1,1,3,2,3,4,2,0,6,0,4,3,2,0,0,5,1,0,2,2,0,5,3,0,4,3,1,1,1,1,0,2,3,5,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0
hertz10_lev_workid68045,7,2,0,0,1,3,1,3,0,1,1,0,1,10,1,1,0,1,3,1,1,0,0,1,0,2,0,2,2,1,0,0,0,0,0,2,1,3,4,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
rode_04_workid59312,15,4,2,0,5,22,4,7,5,5,3,0,3,0,4,0,2,3,11,0,0,0,6,4,0,0,0,0,3,5,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kaalund01_workid74715,1,3,0,1,1,5,2,2,3,2,2,0,1,0,3,2,0,1,0,5,0,1,3,6,0,1,5,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0
aakjaer02val_workid100393,6,1,1,1,1,0,3,3,3,1,2,0,2,3,2,4,1,0,1,4,0,1,2,0,1,1,2,0,0,0,0,1,0,0,3,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
grundtvig11val_workid148916,13,5,0,6,1,0,4,2,3,1,1,4,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
drachmann01_workid79513,13,4,6,9,5,19,6,6,9,5,7,2,8,2,4,3,4,1,1,4,6,0,2,5,0,1,2,0,3,2,5,1,2,0,3,0,0,2,0,0,0,0,4,0,4,3,0,1,3,2,1,0,3,0,1,1,0,0,3,2,0,0,0,0,0,4,2,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
baggesen02val_workid57867,15,13,11,5,9,15,12,5,6,6,4,4,6,0,7,4,1,2,0,0,2,3,5,7,1,3,1,0,0,4,3,4,1,0,1,0,5,0,0,1,2,2,0,0,0,4,1,3,1,2,1,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
baggesen02val_workid86277,32,33,11,14,18,39,16,15,15,6,10,0,13,0,9,8,12,8,4,4,3,6,7,15,1,6,5,2,0,14,3,6,1,0,0,0,2,7,0,2,5,1,4,1,9,2,2,0,1,1,1,4,3,2,7,0,3,1,1,1,5,0,2,8,0,2,1,0,1,1,0,0,2,0,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,4
