file_id	author	title	volume	birth	death	genre	types	tokens	ratio	entropy
michs_11_workid58039	 Sophus Michaëlis	Barnedans	ROMERSK FORAAR	1865	1932	poems	99	139	0.71223	6.21697
schandorph06_workid54195	 Sophus Schandorph	Det gamle apothek (1885)	ROMANER FJERDE BIND	1836	1901	monographs	13220	108823	0.12148	9.22314
claussen11val_workid69445	 Sophus Claussen	Til kitty	Lyrik IX:1	1865	1931	poems	63	82	0.76829	5.75802
aarestrup07val_workid77099	 Emil Aarestrup	Hendes lokker (dk)	Udvalgte digte	1800	1856	poems	115	200	0.57500	6.13691
stuckenberg02_workid85431	 Viggo Stuckenberg	Vinter	SAMLEDE VÆRKER	1863	1905	poems	232	415	0.55904	7.12699
richardt02_workid68520	 Christian Richardt	Til overvejelse.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892	poems	502	1075	0.46698	7.76870
palladius01val_workid91528	 Peter Palladius	Fortale til urbanus regius: sjælens lægedom. 1544	Danske Skrifter	1503	1560	monographs	510	1135	0.44934	8.05613
claussen06val_workid63615	 Sophus Claussen	I løvens tegn	Lyrik IV	1865	1931	poems	247	420	0.58810	7.19205
stuckenberg02_workid101310	 Viggo Stuckenberg	Aarsens tid	SAMLEDE VÆRKER	1863	1905	poems	746	1817	0.41057	8.13855
claussen05val_workid64998	 Sophus Claussen	Til en	Lyrik III	1865	1931	poems	112	212	0.52830	6.32117
hjort_09_workid56462	 Knud Hjortø	De tre ønsker	INDENSOGNS OG UDENSOGNS NOVELLER	1869	1931	short fiction	1981	12882	0.15378	8.15885
aare03val_workid64295	 Emil Aarestrup	Mary	Aarestrup vol 3	1800	1856	poems	232	399	0.58145	7.17486
rode_01_workid56059	 Helge Rode	Over fostbrødrene.	HVIDE BLOMSTER	1870	1937	poems	118	222	0.53153	6.34396
aakjaer02val_workid68474	 Jeppe Aakjær	Nytaar.	SAMLEDE VÆRKER II	1866	1930	poems	108	154	0.70130	6.40374
staffeldt01val_workid75228	 Schack von Staffeldt	Ii. perlen	Samlede digte	1769	1826	poems	95	119	0.79832	6.30374
aakjaer06val_workid73028	 Jeppe Aakjær	Bakgaarden og dens beboere	SAMLEDE VÆRKER	1866	1930	monographs	3103	12336	0.25154	8.96154
claussen07val_workid66398	 Sophus Claussen	Landskab (efter charles baudelaire)	Lyrik V	1865	1931	poems	161	226	0.71239	6.96417
wintherchr01val_workid88037	 Christian Winther	Ud over havets mark, den øde	Poetiske Skrifter 1	1796	1876	poems	130	221	0.58824	6.34508
kingo03val_workid82955	 Thomas Kingo	I jesu himmel-søde navn	Samlede Skrifter 3	1634	1703	monographs	453	993	0.45619	7.61951
wintherchr02val_workid90181	 Christian Winther	Befrielsen	Poetiske Skrifter 2	1796	1876	poems	1062	2511	0.42294	8.56113
falster04_workid60531	 Christian Falster	Dend daarlige udenlandske rejse	Satirer, 1720-42	1690	1752	poems	1133	2723	0.41609	8.50371
staffeldt01val_workid98873	 Schack von Staffeldt	Den hellige therese	Samlede digte	1769	1826	poems	224	435	0.51494	7.01066
claussen04val_workid55881	 Sophus Claussen	I en prækenbog til mine forældre	Lyrik II	1865	1931	poems	24	27	0.88889	4.50471
boedtcher01_workid80911	 Ludvig Bødtcher	Hvordan hun er	SAMLEDE DIGTE	1793	1874	poems	57	75	0.76000	5.63729
grundtvig11val_workid132124	 N.F.S. Grundtvig	Nu fryde sig hver christen mand	SAMLET UDGAVE	1783	1872	poems	235	515	0.45631	6.85260
michs_03_workid58601	 Sophus Michaëlis	For alt det søde liv —	SOLBLOMSTER	1865	1932	monographs	83	135	0.61481	5.90258
larsenthfiredigt_workid53745	 Thøger Larsen	Jord	Fire digtsamlinger 1904-1912	1875	1928	poems	1800	5058	0.35587	8.87273
aakjaer02val_workid91093	 Jeppe Aakjær	Mit og dit. (william morris.)	SAMLEDE VÆRKER II	1866	1930	poems	105	164	0.64024	6.04844
wintherchr01val_workid96988	 Christian Winther	Der er forskjel.	Poetiske Skrifter 1	1796	1876	poems	117	205	0.57073	6.24847
staffeldt01val_workid68785	 Schack von Staffeldt	Kun glemmigikke. sonnet	Samlede digte	1769	1826	poems	76	96	0.79167	6.00190
brorson02val_workid71267	 Hans Adolph Brorson	Jeg gaaer i fare, hvor jeg gaaer	Samlede skrifter	1694	1764	monographs	246	668	0.36826	6.60465
kaalund01_workid94422	 H. V. Kaalund	En lille udladning.	SAMLEDE DIGTE	1818	1885	poems	66	95	0.69474	5.69536
munp1_workid70620	 Gustaf Munch-Petersen	Tilbageholdenhed (dk)	samlede skrifter I	1912	1938	poems	153	277	0.55235	6.61405
kaalund01_workid78458	 H. V. Kaalund	Lækatten.	SAMLEDE DIGTE	1818	1885	poems	66	85	0.77647	5.84157
grundtvig11val_workid134664	 N.F.S. Grundtvig	Til himmels foer den ærens drot	SAMLET UDGAVE	1783	1872	poems	86	189	0.45503	5.57459
claussen06val_workid68081	 Sophus Claussen	Herman bang	Lyrik IV	1865	1931	poems	276	597	0.46231	7.07015
hcaeventyr02val_workid100604	 Hans Christian Andersen	Ib og lille christine.	Eventyr II	1805	1875	monographs	1173	4936	0.23764	8.10816
kaalund01_workid68670	 H. V. Kaalund	Saadan gaar det	SAMLEDE DIGTE	1818	1885	poems	182	301	0.60465	7.00538
claussen03val_workid64809	 Sophus Claussen	Metamorfose	Lyrik I	1865	1931	poems	60	77	0.77922	5.67479
plough01_workid76042	 Carl Ploug	Afskedsviser [1]	SAMLEDE DIGTE	1813	1894	poems	442	942	0.46921	7.61532
larsenthfiredigt_workid67154	 Thøger Larsen	En dag	Fire digtsamlinger 1904-1912	1875	1928	poems	162	253	0.64032	6.86380
grundtvig11val_workid108414	 N.F.S. Grundtvig	Held den mand, som frygter gud	SAMLET UDGAVE	1783	1872	poems	109	199	0.54774	6.14045
michs_11_workid62315	 Sophus Michaëlis	Eftersommeren.	ROMERSK FORAAR	1865	1932	poems	106	171	0.61988	6.21124
grundtvig11val_workid109634	 N.F.S. Grundtvig	Hedenskabets frelser-mand	SAMLET UDGAVE	1783	1872	poems	136	295	0.46102	6.28273
worm01val_workid84274	 Jacob Worms	Hora sexta!deus adsit regibus sua gratia.	SKRIFTER	1642	1693	monographs	114	165	0.69091	6.43448
grundtvig11val_workid159711	 N.F.S. Grundtvig	Aand over aander! kom ned i'ra del hoie	SAMLET UDGAVE	1783	1872	poems	57	74	0.77027	5.58896
aare02val_workid56172	 Emil Aarestrup	Hvad disse haandtryk, disse blik betyde	Samlede Skrifter II	1800	1856	poems	81	125	0.64800	5.90305
aare01val_workid74625	 Emil Aarestrup	Petrus i rom	Samlede Skrifter I	1800	1856	poems	213	366	0.58197	6.89540
munp1_workid78450	 Gustaf Munch-Petersen	Ubetvingelig	samlede skrifter I	1912	1938	poems	30	40	0.75000	4.75306
aare01val_workid67915	 Emil Aarestrup	Minas dødssang.	Samlede Skrifter I	1800	1856	poems	156	239	0.65272	6.82399
helgesen05_workid54262	 Poul Helgesen	Om den lutherske handel. (1532)	SKRIFTER AF PAULUS HELIE BIND V	1485	1534	monographs	3656	25372	0.14410	8.88895
munp2_workid54938	 Gustaf Munch-Petersen	Wind	samlede skrifter II	1912	1938	poems	43	77	0.55844	4.86531
munp1_workid58045	 Gustaf Munch-Petersen	Det ægte	samlede skrifter I	1912	1938	poems	36	50	0.72000	4.97366
kingo04val_workid74383	 Thomas Kingo	Vor gud hand er saa fast en borg	Samlede Skrifter 4	1634	1703	monographs	165	421	0.39192	6.52260
hcaeventyr05val_workid59777	 Hans Christian Andersen	Den gamle kirkeklokke. (skrevet til »schillers album«.)	Eventyr V	1805	1875	monographs	713	1966	0.36267	7.93359
claussen05val_workid69153	 Sophus Claussen	Mennesket	Lyrik III	1865	1931	poems	349	812	0.42980	7.26719
kingo04val_workid79511	 Thomas Kingo	Om egteskabet vi siunge vil	Samlede Skrifter 4	1634	1703	monographs	307	672	0.45685	7.18893
grundtvig08val_workid135396	 N.F.S. Grundtvig	Kirkelige oplysninger	UDVALGTE SKRIFTER	1783	1872	monographs	5054	41101	0.12297	8.82389
hcaeventyr04val_workid84539	 Hans Christian Andersen	Nye eventyr og historier. anden række. tredie samling. 1865	Eventyr IV	1805	1875	monographs	3580	18311	0.19551	8.92518
grundtvig11val_workid79790	 N.F.S. Grundtvig	Er du skriftklog paa guds rige	SAMLET UDGAVE	1783	1872	poems	75	124	0.60484	5.83008
staffeldt01val_workid86372	 Schack von Staffeldt	Ii. til britterne	Samlede digte	1769	1826	poems	40	46	0.86957	5.18422
bording01val_workid80006	 Anders Bording	At jeg saa pytagorisk gaar	Digte	1619	1677	poems	1503	3108	0.48359	9.29221
sthen01val_workid57422	 Hans Christensen Sthen	En daglig velsignelse, at liuse offuer sigliuse offuer sig	Skrifter I En liden Vandrebog	1544	1610	monographs	100	158	0.63291	6.04863
kingo04val_workid58154	 Thomas Kingo	O jesu kjære frelsere	Samlede Skrifter 4	1634	1703	monographs	534	1453	0.36752	7.66433
claussen07val_workid65678	 Sophus Claussen	Evaslægt	Lyrik V	1865	1931	poems	97	139	0.69784	6.31590
brorson03grval_workid62065	 Hans Adolph Brorson	Paaske-morgen, paaske-morgen kom vor borgen,	Samlede skrifter	1694	1764	drama	36	68	0.52941	4.79947
moeller01val_workid64712	 Poul Martin Møller	Undervejs	SKRIFTER I UDVALG	1794	1838	monographs	153	251	0.60956	6.72662
grundtvig11val_workid76359	 N.F.S. Grundtvig	Dig rumme ei himle	SAMLET UDGAVE	1783	1872	poems	190	379	0.50132	6.72630
munp2_workid70870	 Gustaf Munch-Petersen	Solens nedgang (dk)	samlede skrifter II	1912	1938	poems	1530	6614	0.23133	8.28110
plough01_workid95705	 Carl Ploug	Til kongen. (6te oktober 1861.)	SAMLEDE DIGTE	1813	1894	poems	395	821	0.48112	7.61264
stuckenberg02_workid101898	 Viggo Stuckenberg	Som guld sin prøfve staaer och løfven kamp ey necter	SAMLEDE VÆRKER	1863	1905	poems	111	155	0.71613	6.42961
rode_04_workid59170	 Helge Rode	Danmark	ARIEL. EN DIGTSAMLING	1870	1937	poems	149	264	0.56439	6.46987
michs_05_workid58524	 Sophus Michaëlis	Søren mathiesens regnebog	LIVETS FEST	1865	1932	poems	170	268	0.63433	6.97028
staffeldt01val_workid79416	 Schack von Staffeldt	Nødvendighed	Samlede digte	1769	1826	poems	229	383	0.59791	7.00127
grundtvig11val_workid125880	 N.F.S. Grundtvig	Herrens veninder	SAMLET UDGAVE	1783	1872	poems	104	163	0.63804	6.20733
brorson01_workid107080	 Hans Adolph Brorson	Op! al den ting, som gud har giort,	Samlede skrifter	1694	1764	monographs	272	636	0.42767	6.97863
brorson02val_workid85829	 Hans Adolph Brorson	Stille er min siel til gud	Samlede skrifter	1694	1764	monographs	204	464	0.43966	6.54084
grundtvig11val_workid141473	 N.F.S. Grundtvig	Al verdens synd er sonet ud	SAMLET UDGAVE	1783	1872	poems	61	84	0.72619	5.61977
wied02val_workid71550	 Gustav Wied	Christiane	Romaner Noveller Skuespil 2	1858	1914	short fiction	422	1132	0.37279	7.52672
rode_02_workid57670	 Helge Rode	Som en blomst -	DIGTE	1870	1937	poems	101	195	0.51795	6.02814
brorson02val_workid102121	 Hans Adolph Brorson	Nærmer kun eder, spot, jammer og nød	Samlede skrifter	1694	1764	monographs	290	692	0.41908	7.00905
munp1_workid60947	 Gustaf Munch-Petersen	Jeg bager brød	samlede skrifter I	1912	1938	poems	43	64	0.67188	5.22641
larsenk_05_workid54087	 Karl Larsen	Kraft	SEKSTEN AAR	1860	1931	monographs	3993	37576	0.10626	8.48589
richardt01_workid88944	 Christian Richardt	Til kong christian den niende.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892	poems	168	266	0.63158	6.87295
claussen09val_workid75270	 Sophus Claussen	Troen fra provinserne	Lyrik VII	1865	1931	poems	79	117	0.67521	5.99915
brorson03grval_workid104679	 Hans Adolph Brorson	De vexillo ecclesiæ	Samlede skrifter	1694	1764	drama	874	2072	0.42181	8.29821
kingo02val_workid79727	 Thomas Kingo	Sang af hamadryaden	Samlede Skrifter 2	1634	1703	poems	177	293	0.60410	6.79945
kaalund01_workid72652	 H. V. Kaalund	Tilbageholdenhed	SAMLEDE DIGTE	1818	1885	poems	141	222	0.63514	6.68074
munp2_workid59010	 Gustaf Munch-Petersen	Proposal	samlede skrifter II	1912	1938	poems	77	148	0.52027	5.65316
rode_08_workid58762	 Helge Rode	Pjerrot	DEN STILLE HAVE	1870	1937	monographs	86	177	0.48588	5.72338
grundtvig11val_workid154659	 N.F.S. Grundtvig	Hellig-aand! med velbehag	SAMLET UDGAVE	1783	1872	poems	89	139	0.64029	6.04746
aare03val_workid81011	 Emil Aarestrup	Havfruen [ii]	Aarestrup vol 3	1800	1856	poems	326	663	0.49170	7.35413
claussen11val_workid58373	 Sophus Claussen	Raad til en kvinde fra det syttende aarhundrede	Lyrik IX:1	1865	1931	poems	68	85	0.80000	5.88696
bording01val_workid128610	 Anders Bording	Herre gud, hvor længe	Digte	1619	1677	poems	325	606	0.53630	7.28613
hertz09_lev_workid60081	 Henrik Hertz	Scene fra østerlandet	Digte fra forskjellige Perioder	1798	1870	poems	213	387	0.55039	7.04924
worm01val_workid101386	 Jacob Worms	En retsindig herrens tieneres og sandheds elskeres, dog menneskens fanges frimodige tale og valet	SKRIFTER	1642	1693	monographs	308	605	0.50909	7.56230
munp1_workid71032	 Gustaf Munch-Petersen	Siciliansk sommernat	samlede skrifter I	1912	1938	poems	31	34	0.91176	4.88879
jacobjp08val_workid74639	 J.P. Jacobsen	Doktor faust (dk)	Lyrik og prosa	1847	1885	poems	379	892	0.42489	7.44425
hcaeventyr03val_workid77221	 Hans Christian Andersen	Et stykke perlesnor	Eventyr III	1805	1875	monographs	1004	2943	0.34115	8.29253
hertz10_lev_workid64384	 Henrik Hertz	Kongens søn	Blandede Digte	1798	1870	poems	198	392	0.50510	6.89739
holberg12_workid78980	 Ludvig Holberg	Holbergs sidste vilje	VÆRKER i tolv Bind	1684	1754	monographs	370	714	0.51821	7.61536
claussen08val_workid63300	 Sophus Claussen	Under en sølvpoppel	Lyrik VI	1865	1931	poems	119	201	0.59204	6.43139
bang06val_workid69944	 Herman Bang	Enaktere	Værker i Mindeudgave 6	1857	1912	monographs	1165	4169	0.27944	8.19509
wintherchr01val_workid90885	 Christian Winther	Al den veemod og smerte	Poetiske Skrifter 1	1796	1876	poems	57	75	0.76000	5.57875
aakjaer02val_workid101377	 Jeppe Aakjær	Billedhuggeren. (karl-erik forsslund.)	SAMLEDE VÆRKER II	1866	1930	poems	234	410	0.57073	7.04608
claussen03val_workid63399	 Sophus Claussen	Der slumred i dit blik...	Lyrik I	1865	1931	poems	72	126	0.57143	5.67790
staffeldt01val_workid107089	 Schack von Staffeldt	Kampen mellem havmanden og biergtrolden	Samlede digte	1769	1826	poems	665	1276	0.52116	8.20099
kidde04ny_workid54108	 Harald Kidde	'at være eller ikke være.'	Jærnet	1878	1918	monographs	28243	184916	0.15273	10.18562
munp1_workid67464	 Gustaf Munch-Petersen	Ellen	samlede skrifter I	1912	1938	poems	65	120	0.54167	5.42583
richardt01_workid59128	 Christian Richardt	Tonerne.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892	poems	78	126	0.61905	5.73373
brandes05_workid73502	 Edvard Brandes	Hovedstrømninger. naturalismen i england (1875)	SAMLEDE  SKRIFTER, FEMTE BIND	1847	1931	monographs	19132	132983	0.14387	10.01139
aarestrup07val_workid75376	 Emil Aarestrup	Tag dette kys, og tusind til, du søde ... (dk)	Udvalgte digte	1800	1856	poems	77	122	0.63115	5.78179
aarestrup07val_workid56599	 Emil Aarestrup	Børnepsalme (dk)	Udvalgte digte	1800	1856	poems	75	131	0.57252	5.80558
kaalund01_workid69158	 H. V. Kaalund	Solen og dens skygge.	SAMLEDE DIGTE	1818	1885	poems	43	59	0.72881	5.26799
brorson01_workid64343	 Hans Adolph Brorson	Bort! verdens jule-glæde	Samlede skrifter	1694	1764	monographs	327	675	0.48444	7.16099
richardt03_workid85036	 Christian Richardt	Niniveh.	SAMLEDE DIGTE. TREDJE DEEL.	1831	1892	poems	582	1227	0.47433	7.97638
claussen04val_workid62529	 Sophus Claussen	Den anden vandringsmand	Lyrik II	1865	1931	poems	83	128	0.64844	5.95814
sibbern02val_workid55185	 F. C. Sibbern	Efterladte breve af gabrielis	Gabrielis` Breve	1785	1872	monographs	5725	46327	0.12358	8.84251
aare03val_workid55805	 Emil Aarestrup	Elegie [(i en poesie-samling.)]	Aarestrup vol 3	1800	1856	poems	120	183	0.65574	6.44950
brorson01_workid134549	 Hans Adolph Brorson	Al herlighedens herre!	Samlede skrifter	1694	1764	monographs	590	1419	0.41579	7.73294
grundtvig11val_workid152419	 N.F.S. Grundtvig	Tider skifte, atter kom	SAMLET UDGAVE	1783	1872	poems	87	121	0.71901	6.08420
hauch03val_workid86208	 Carsten Hauch	Hellebæk	UDVALGTE SKRIFTER III	1790	1872	poems	172	271	0.63469	6.69832
kingo04val_workid116944	 Thomas Kingo	Op siæl, bryd søvnen aff	Samlede Skrifter 4	1634	1703	monographs	201	429	0.46853	6.71079
richardt01_workid64242	 Christian Richardt	Thabor.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892	poems	192	345	0.55652	6.93707
hertz10_lev_workid61568	 Henrik Hertz	Paa et bal	Blandede Digte	1798	1870	poems	154	293	0.52560	6.29214
claussen07val_workid63088	 Sophus Claussen	Arkæologisk fund	Lyrik V	1865	1931	poems	131	208	0.62981	6.57088
stuckenberg02_workid92140	 Viggo Stuckenberg	Slotsherrens bro	SAMLEDE VÆRKER	1863	1905	poems	90	160	0.56250	5.83163
hertz10_lev_workid57165	 Henrik Hertz	Jeg gik mig ud en sommerdag	Blandede Digte	1798	1870	poems	107	317	0.33754	5.64075
aare02val_workid56251	 Emil Aarestrup	Paa hine stene stod hun	Samlede Skrifter II	1800	1856	poems	53	91	0.58242	5.36660
jacobjp08val_workid64883	 J.P. Jacobsen	Irmelin rose (dk)	Lyrik og prosa	1847	1885	poems	67	132	0.50758	5.38574
aarestrup06c_workid139795899156816	 Emil Aarestrup		Samlede Skrifter, III Noter	1800	1856	monographs	0	0	0.00000	0.00000
goldschmidt02t_workid66520	 Meir Aron Goldschmidt	Vandcommissionen	Noveller og andre fortællinger	1819	1887	short fiction	357	711	0.50211	7.54037
aarestrup07val_workid60768	 Emil Aarestrup	Amalie raben (dk)	Udvalgte digte	1800	1856	poems	145	242	0.59917	6.45011
aare02val_workid63542	 Emil Aarestrup	En nordamerikaner, hobson heed han	Samlede Skrifter II	1800	1856	poems	183	259	0.70656	7.13171
worm01val_workid101002	 Jacob Worms	Til kongen	SKRIFTER	1642	1693	monographs	284	524	0.54198	7.57987
kingo04val_workid82049	 Thomas Kingo	Er skibet nu og folk i fare sted'	Samlede Skrifter 4	1634	1703	monographs	100	140	0.71429	6.30979
hertz09_lev_workid59049	 Henrik Hertz	Søvnløshed	Digte fra forskjellige Perioder	1798	1870	poems	300	622	0.48232	7.22920
plough01_workid58983	 Carl Ploug	Regensviser	SAMLEDE DIGTE	1813	1894	poems	550	1119	0.49151	7.99236
claussen02_workid54103	 Sophus Claussen	Skyggebilleder	Unge Bander	1865	1931	drama	11964	73834	0.16204	9.61973
bording01val_workid104108	 Anders Bording	Dædala pallas, cur manet alta	Digte	1619	1677	poems	196	282	0.69504	6.72931
plough01_workid89422	 Carl Ploug	Ved landsoldatens afdækning	SAMLEDE DIGTE	1813	1894	poems	232	509	0.45580	6.87698
grundtvig09val_workid65371	 N.F.S. Grundtvig	Af dansk kirketidende	UDVALGTE SKRIFTER	1783	1872	monographs	3334	19405	0.17181	8.75938
juelh02val_workid57648	 Erna Juel-Hansen	Lille karl	SEX NOVELLER	1845	1922	short fiction	1977	6685	0.29574	8.61207
kingo04val_workid111571	 Thomas Kingo	Fra herrens egen mund og ord	Samlede Skrifter 4	1634	1703	monographs	289	619	0.46688	7.22220
claussen09val_workid69568	 Sophus Claussen	Coplas	Lyrik VII	1865	1931	poems	119	210	0.56667	6.29162
claussen11val_workid60183	 Sophus Claussen	Rhytme	Lyrik IX:1	1865	1931	poems	42	48	0.87500	5.30351
munp1_workid68261	 Gustaf Munch-Petersen	Kærlighed	samlede skrifter I	1912	1938	poems	88	147	0.59864	5.92552
munp2_workid63151	 Gustaf Munch-Petersen	Where is laughter -?	samlede skrifter II	1912	1938	poems	64	129	0.49612	5.47309
claussen04val_workid64138	 Sophus Claussen	I den hellige kildes kirke	Lyrik II	1865	1931	poems	76	101	0.75248	5.96862
larsenk_17_workid54087	 Karl Larsen	Kraft	KRIG KULTUR OG DANMARK	1860	1931	monographs	3822	14955	0.25557	9.27632
claussen03val_workid74611	 Sophus Claussen	Bruddet	Lyrik I	1865	1931	poems	145	228	0.63596	6.66496
kaalund01_workid90528	 H. V. Kaalund	Brændende spørgsmaal.	SAMLEDE DIGTE	1818	1885	poems	887	2318	0.38266	8.17042
ewald02dkval_workid67851	 Johannes Ewald	Til arveprinds frederik, den 11. october 1779. en ode (dk)	Udvalgte digte	1743	1781	poems	279	532	0.52444	7.22138
michs_03_workid54611	 Sophus Michaëlis	Solblomster (digtet)	SOLBLOMSTER	1865	1932	monographs	161	285	0.56491	6.78049
brorson02val_workid100080	 Hans Adolph Brorson	En christen har et kæmpe-mood	Samlede skrifter	1694	1764	monographs	518	1629	0.31799	7.24488
kingo04val_workid82855	 Thomas Kingo	I christne, i som træde	Samlede Skrifter 4	1634	1703	monographs	152	278	0.54676	6.42529
baggesen01val_workid95385	 Jens Baggesen	Forfatterens liv og levnet af hans fætter	Eventyr og Fortællinger	1764	1826	short fiction	2344	8038	0.29161	8.78206
brorson03grval_workid58928	 Hans Adolph Brorson	Du smelter i taare	Samlede skrifter	1694	1764	drama	48	68	0.70588	5.16791
claussen11val_workid66125	 Sophus Claussen	Der sad tre digtere og en halv:	Lyrik IX:1	1865	1931	poems	209	454	0.46035	6.82381
stuckenberg02_workid86147	 Viggo Stuckenberg	Notturno	SAMLEDE VÆRKER	1863	1905	poems	105	140	0.75000	6.50571
hcaeventyr04val_workid81897	 Hans Christian Andersen	Sommerfuglen	Eventyr IV	1805	1875	monographs	427	1095	0.38995	7.55839
kaalund01_workid77262	 H. V. Kaalund	Hunden ved stranden.	SAMLEDE DIGTE	1818	1885	poems	77	108	0.71296	5.93180
blich06_workid85157	 Steen Steensen Blicher	Falken	Udvalgte Værker	1782	1848	monographs	138	231	0.59740	6.57750
boedtcher01_workid76338	 Ludvig Bødtcher	Annine	SAMLEDE DIGTE	1793	1874	poems	117	189	0.61905	6.35718
wied12val_workid79955	 Gustav Wied	Et lille mellemværende	ROMANER NOVELLER SKUESPIL	1858	1914	short fiction	555	1731	0.32062	7.43810
richardt03_workid74541	 Christian Richardt	Til mine øine.	SAMLEDE DIGTE. TREDJE DEEL.	1831	1892	poems	194	318	0.61006	7.04269
bording01val_workid72874	 Anders Bording	J nipske nimpher færne møer	Digte	1619	1677	poems	303	439	0.69021	7.71973
jacob04val_workid68538	 J.P. Jacobsen	Lys over landet.	Samlede Værker IV	1847	1885	poems	10	15	0.66667	3.24022
rode_01_workid54087	 Helge Rode	Kraft	HVIDE BLOMSTER	1870	1937	poems	2420	11767	0.20566	7.75927
aakjaer01val_workid99356	 Jeppe Aakjær	Den fattiges blad	SAMLEDE VÆRKER I	1866	1930	poems	258	414	0.62319	7.37434
hertz09_lev_workid72603	 Henrik Hertz	Uppsala	Digte fra forskjellige Perioder	1798	1870	poems	139	216	0.64352	6.62108
boedtcher01_workid81256	 Ludvig Bødtcher	Afskedssang til en ven	SAMLEDE DIGTE	1793	1874	poems	100	157	0.63694	6.08703
grundtvig11val_workid156830	 N.F.S. Grundtvig	Forventningsfulde sjæle	SAMLET UDGAVE	1783	1872	poems	120	200	0.60000	6.31011
munp2_workid64583	 Gustaf Munch-Petersen	Teckning	samlede skrifter II	1912	1938	poems	30	66	0.45455	4.12134
aare03val_workid66822	 Emil Aarestrup	Aturernes grave	Aarestrup vol 3	1800	1856	poems	209	338	0.61834	7.07579
plough01_workid91339	 Carl Ploug	Bryllupssange	SAMLEDE DIGTE	1813	1894	poems	305	598	0.51003	7.35608
richardt01_workid71870	 Christian Richardt	Til kong frederik den syvende.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892	poems	84	118	0.71186	6.09956
grundtvig11val_workid79690	 N.F.S. Grundtvig	Din aand, o gud! har ført dit ord	SAMLET UDGAVE	1783	1872	poems	68	102	0.66667	5.75070
michs_01_workid57779	 Sophus Michaëlis	Vinterlandskab	DIGTE	1865	1932	poems	153	220	0.69545	6.83235
brorson02val_workid133763	 Hans Adolph Brorson	Een draabe kun at smage	Samlede skrifter	1694	1764	monographs	398	977	0.40737	7.21572
richardt01_workid60601	 Christian Richardt	Landsbye-høitiden (uddrag - dk)	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892	poems	78	102	0.76471	6.00984
holb07val_workid64208	 Ludvig Holberg	Huus-spøgelse	Værker i tolv bind	1684	1754	monographs	2718	18196	0.14937	8.35001
claussen04val_workid63738	 Sophus Claussen	Ved et vandfald	Lyrik II	1865	1931	poems	16	20	0.80000	3.88418
kaalund01_workid78393	 H. V. Kaalund	Svinet og anden.	SAMLEDE DIGTE	1818	1885	poems	63	90	0.70000	5.68440
hertz09_lev_workid73842	 Henrik Hertz	For studenter-foreningen	Digte fra forskjellige Perioder	1798	1870	poems	442	1020	0.43333	7.57421
munp2_workid68955	 Gustaf Munch-Petersen	Den frimodige ven.	samlede skrifter II	1912	1938	poems	41	52	0.78846	5.14237
jacobjp08val_workid74587	 J.P. Jacobsen	En rejseskildring (dk)	Lyrik og prosa	1847	1885	poems	155	248	0.62500	6.67756
munp2_workid64181	 Gustaf Munch-Petersen	Baglænds	samlede skrifter II	1912	1938	poems	52	103	0.50485	5.25347
kaalund01_workid81238	 H. V. Kaalund	Paa grænsen mellem stad og land.	SAMLEDE DIGTE	1818	1885	poems	159	259	0.61390	6.86025
claussen11val_workid62690	 Sophus Claussen	For danmarks grundlov at fejre som bedst	Lyrik IX:1	1865	1931	poems	106	155	0.68387	6.36335
munp1_workid65468	 Gustaf Munch-Petersen	Alkohol	samlede skrifter I	1912	1938	poems	517	1833	0.28205	7.22878
sthen01val_workid77747	 Hans Christensen Sthen	En aandelig vise, aff tydske paa danske vdsæt, ieg veed et euigt himmerig, etc.	Skrifter I En liden Vandrebog	1544	1610	monographs	166	293	0.56655	6.62176
grundtvig02val_workid93126	 N.F.S. Grundtvig	Roskilde-riim	UDVALGTE SKRIFTER	1783	1872	poems	8354	44066	0.18958	9.41585
bang06val_workid69242	 Herman Bang	Kunstrejse paa bornholm	Værker i Mindeudgave 6	1857	1912	monographs	900	2692	0.33432	8.05120
boedtcher01_workid88118	 Ludvig Bødtcher	Englen israfil	SAMLEDE DIGTE	1793	1874	poems	201	349	0.57593	7.05296
claussen11val_workid77563	 Sophus Claussen	Det huskes, naar asken er kold og lyset slukt	Lyrik IX:1	1865	1931	poems	48	60	0.80000	5.38990
kingo04val_workid107038	 Thomas Kingo	Hvordan end pilatus hinked	Samlede Skrifter 4	1634	1703	monographs	284	616	0.46104	7.20654
stub02val_workid65398	 Ambrosius Stub	Eya! hvor synden trykker	Digte	1705	1758	poems	234	449	0.52116	7.09062
ewald05val_workid77718	 Johannes Ewald	Det nye aar 1779	Samlede skrifter	1743	1781	poems	203	405	0.50123	6.61638
munp1_workid62017	 Gustaf Munch-Petersen	En borgers livshymne	samlede skrifter I	1912	1938	poems	42	62	0.67742	5.06720
