file_id	author	title	volume	birth	death	genre	types	tokens	ratio	entropy
brorson01_workid113978	 Hans Adolph Brorson	Nu jesus til sin pine gaaer,	Samlede skrifter	1694	1764	monographs	582	1602	0.36330	7.62805
wintherchr01val_workid89345	 Christian Winther	Ved veien paa en steen jeg sad	Poetiske Skrifter 1	1796	1876	poems	229	376	0.60904	7.21907
aakjaer01val_workid93668	 Jeppe Aakjær	Kornmod	SAMLEDE VÆRKER I	1866	1930	poems	117	184	0.63587	6.26290
ewald04val_workid61061	 Johannes Ewald	Sørge-cantata i anledning ... enkedronning sophie magdalenes ...	Samlede skrifter	1743	1781	drama	556	1554	0.35779	7.60153
claussen05val_workid59467	 Sophus Claussen	Frokosthvil	Lyrik III	1865	1931	poems	82	111	0.73874	6.06326
palladius02val_workid139771562425712	 Peter Palladius		Danske Skrifter	1503	1560	monographs	0	0	0.00000	0.00000
kingo09val_workid64839	 Thomas Kingo	Velkommen morgenstund, med guld og gavn i mund! (dk)	Digtning i udvalg	1634	1703	poems	281	539	0.52134	7.26505
hertz09_lev_workid57396	 Henrik Hertz	Ved et bryllup	Digte fra forskjellige Perioder	1798	1870	poems	190	340	0.55882	6.93272
stuckenberg02_workid55708	 Viggo Stuckenberg	Efteraarsblæst	SAMLEDE VÆRKER	1863	1905	poems	174	305	0.57049	6.72982
richardt02_workid55262	 Christian Richardt	Betids	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892	poems	179	330	0.54242	6.68936
michs_11_workid57870	 Sophus Michaëlis	Sommernat	ROMERSK FORAAR	1865	1932	poems	106	158	0.67089	6.27738
aakjaer02val_workid98991	 Jeppe Aakjær	Bremsens møsse*). (f. a. dahlgren.)	SAMLEDE VÆRKER II	1866	1930	poems	156	340	0.45882	6.52021
stub02val_workid58642	 Ambrosius Stub	Da mangel har forvoldt	Digte	1705	1758	poems	232	381	0.60892	7.23197
aakjaer01val_workid86568	 Jeppe Aakjær	Jens vejmand	SAMLEDE VÆRKER I	1866	1930	poems	139	239	0.58159	6.56757
claussen06val_workid60018	 Sophus Claussen	Se, jeg mødte paa en gade -	Lyrik IV	1865	1931	poems	85	134	0.63433	6.00475
munp1_workid78724	 Gustaf Munch-Petersen	Koldt, men rent	samlede skrifter I	1912	1938	poems	43	97	0.44330	4.78036
holb05val_workid82972	 Ludvig Holberg	Henrich og pernille	Værker i tolv bind	1684	1754	drama	2571	19675	0.13067	8.22888
aare02val_workid55402	 Emil Aarestrup	Farvel, min gode nicoline	Samlede Skrifter II	1800	1856	poems	181	311	0.58199	6.79652
rode_08_workid55464	 Helge Rode	Den stille have (digtet)	DEN STILLE HAVE	1870	1937	monographs	340	650	0.52308	7.52634
wied02val_workid66726	 Gustav Wied	Nu gaar hun godt igen	Romaner Noveller Skuespil 2	1858	1914	short fiction	911	4041	0.22544	7.56228
jacob03val_workid70068	 J.P. Jacobsen	Pesten  i  bergamo	Samlede Værker III	1847	1885	monographs	1157	3700	0.31270	8.14983
kingo04val_workid113723	 Thomas Kingo	Gak under jesu kors at staa	Samlede Skrifter 4	1634	1703	monographs	308	619	0.49758	7.27359
stuckenberg02_workid74509	 Viggo Stuckenberg	Bekendelse	SAMLEDE VÆRKER	1863	1905	poems	670	1798	0.37264	7.81103
skjold_03_workid57490	 Johan Skjoldborg	Hjemm fræ	DYNÆS DIGTE	1861	1936	poems	153	291	0.52577	6.64150
kaalund01_workid74000	 H. V. Kaalund	Helligkilden.	SAMLEDE DIGTE	1818	1885	poems	221	376	0.58777	7.14172
claussen11val_workid60575	 Sophus Claussen	I et atelier	Lyrik IX:1	1865	1931	poems	73	94	0.77660	6.00555
munp2_workid71807	 Gustaf Munch-Petersen	Kom, siæl, og lad os græde	samlede skrifter II	1912	1938	poems	724	2009	0.36038	8.10391
sthen01val_workid57167	 Hans Christensen Sthen	En anden afften bøn, vden rijm	Skrifter I En liden Vandrebog	1544	1610	monographs	236	478	0.49372	6.90678
wintherchr02val_workid63192	 Christian Winther	Binde-brev om morten-gaas	Poetiske Skrifter 2	1796	1876	poems	923	2366	0.39011	8.23688
grundtvig10val_workid57435	 N.F.S. Grundtvig	Oprejsningen	UDVALGTE SKRIFTER	1783	1872	poems	257	444	0.57883	7.06590
bording01val_workid101924	 Anders Bording	Som guld sin prøfve staaer	Digte	1619	1677	poems	11	11	1.00000	3.45943
aakjaer01val_workid69657	 Jeppe Aakjær	Per søwren	SAMLEDE VÆRKER I	1866	1930	poems	290	596	0.48658	7.24855
aare01val_workid70953	 Emil Aarestrup	Med en confirmations rose.	Samlede Skrifter I	1800	1856	poems	68	96	0.70833	5.81544
holb11val_workid69314	 Ludvig Holberg	Epistola 512	"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER"	1684	1754	poems	916	2761	0.33176	8.20467
kingo09val_workid82560	 Thomas Kingo	Min siæl, hvo er dog dend, som dig saa kierlig føder (dk)	Digtning i udvalg	1634	1703	poems	224	452	0.49558	7.06170
wintherchr03val_workid83663	 Christian Winther	Nye digte (1851)	Poetiske Skrifter 3	1796	1876	monographs	1055	2614	0.40360	8.42920
stuckenberg02_workid56064	 Viggo Stuckenberg	Resultater (i)	SAMLEDE VÆRKER	1863	1905	poems	159	270	0.58889	6.71132
sthen01val_workid70129	 Hans Christensen Sthen	Bøner for maaltid	Skrifter I En liden Vandrebog	1544	1610	monographs	77	117	0.65812	5.76890
michs_01_workid63338	 Sophus Michaëlis	Folket sover	DIGTE	1865	1932	poems	331	602	0.54983	7.56961
ewald02dkval_workid67284	 Johannes Ewald	Til sielen. en ode (dk)	Udvalgte digte	1743	1781	poems	372	865	0.43006	7.21857
wintherchr03val_workid81189	 Christian Winther	Haandtegninger, gamle og nye (1846)	Poetiske Skrifter 3	1796	1876	monographs	1172	3102	0.37782	8.46957
hertz09_lev_workid61132	 Henrik Hertz	Selskabs-sang	Digte fra forskjellige Perioder	1798	1870	poems	117	184	0.63587	6.37933
ewald02dkval_workid75604	 Johannes Ewald	Fra et brev til moderen, marie huulegaard, dateret: d. 6te novbr 1778 (dk)	Udvalgte digte	1743	1781	poems	99	162	0.61111	6.15348
claussen07val_workid63793	 Sophus Claussen	Kvindebevægelse	Lyrik V	1865	1931	poems	189	348	0.54310	6.77653
boedtcher01_workid57274	 Ludvig Bødtcher	Turneringen	SAMLEDE DIGTE	1793	1874	poems	588	1180	0.49831	8.03601
hcaeventyr02val_workid103311	 Hans Christian Andersen	Hun duede ikke.	Eventyr II	1805	1875	monographs	929	3414	0.27211	8.02113
aakjaer01val_workid88512	 Jeppe Aakjær	Barnet og den gamle gaard	SAMLEDE VÆRKER I	1866	1930	poems	222	379	0.58575	7.10981
rode_13_workid59217	 Helge Rode	Jeppe aakjær	DEN VILDE ROSE	1870	1937	monographs	46	58	0.79310	5.31972
wesselhhl_workid84695	 Johan Herman Wessel	Til luft-skipperne	Samlede Digte	1742	1785	poems	71	95	0.74737	5.86571
claussen04val_workid63956	 Sophus Claussen	De valfartende smaapigers leg mens mødrene var til messe	Lyrik II	1865	1931	poems	116	196	0.59184	6.29853
claussen08val_workid60368	 Sophus Claussen	Vinvela.	Lyrik VI	1865	1931	poems	205	388	0.52835	6.90715
jacob04val_workid64674	 J.P. Jacobsen	Frostsne.	Samlede Værker IV	1847	1885	poems	59	90	0.65556	5.56787
kaalund01_workid84033	 H. V. Kaalund	I sommernatten.	SAMLEDE DIGTE	1818	1885	poems	118	200	0.59000	6.52489
blich06_workid89322	 Steen Steensen Blicher	En anden ny vise om en sømand og en landmand	Udvalgte Værker	1782	1848	monographs	339	729	0.46502	7.52040
jacob04val_workid62952	 J.P. Jacobsen	Monomanie.	Samlede Værker IV	1847	1885	poems	230	510	0.45098	6.84077
claussen09val_workid60436	 Sophus Claussen	Drinks	Lyrik VII	1865	1931	poems	160	285	0.56140	6.65654
grundtvig11val_workid75424	 N.F.S. Grundtvig	Er aand kun luft, er ord kun lyd	SAMLET UDGAVE	1783	1872	poems	184	380	0.48421	6.76299
sthen01val_workid61104	 Hans Christensen Sthen	Om den hellige ecteskabs statis indstifftelse i paradjss, imellem adam oc eva, etc.	Skrifter I En liden Vandrebog	1544	1610	monographs	327	735	0.44490	7.30172
rode_04_workid58628	 Helge Rode	Februar	ARIEL. EN DIGTSAMLING	1870	1937	poems	107	171	0.62573	6.31425
munp1_workid71676	 Gustaf Munch-Petersen	Asfaltsprængere	samlede skrifter I	1912	1938	poems	50	66	0.75758	5.38516
aakjaer02val_workid100962	 Jeppe Aakjær	Fattig-svends klage. (per weiland.)	SAMLEDE VÆRKER II	1866	1930	poems	186	403	0.46154	6.81574
hcaeventyr02val_workid62298	 Hans Christian Andersen	Grantræet.	Eventyr II	1805	1875	monographs	973	3919	0.24828	8.11633
brorson01_workid75096	 Hans Adolph Brorson	Et helligt liv, en salig død	Samlede skrifter	1694	1764	monographs	313	693	0.45166	7.14816
kingo01val_workid91997	 Thomas Kingo	Æresvers under edward kruses portræt 1695	Samlede Skrifter 1	1634	1703	poems	71	97	0.73196	5.83516
aare01val_workid70464	 Emil Aarestrup	Den forkjølede amör.	Samlede Skrifter I	1800	1856	poems	349	775	0.45032	7.46496
claussen09val_workid71333	 Sophus Claussen	Hjemme igen	Lyrik VII	1865	1931	poems	149	245	0.60816	6.65550
aare02val_workid65187	 Emil Aarestrup	Fremad!	Samlede Skrifter II	1800	1856	poems	63	103	0.61165	5.44520
wintherchr02val_workid59913	 Christian Winther	Christen og lene	Poetiske Skrifter 2	1796	1876	poems	613	1499	0.40894	7.91319
holb11val_workid65445	 Ludvig Holberg	Epistola 257	"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER"	1684	1754	poems	620	1833	0.33824	7.79071
kaalund01_workid88701	 H. V. Kaalund	Til fru ......	SAMLEDE DIGTE	1818	1885	poems	264	571	0.46235	6.94544
kingo03val_workid77892	 Thomas Kingo	Tack, jesu, sialens hyrde good	Samlede Skrifter 3	1634	1703	monographs	116	187	0.62032	6.29985
kaalund01_workid76615	 H. V. Kaalund	Hanekyllingerne.	SAMLEDE DIGTE	1818	1885	poems	83	124	0.66935	5.96377
aare01val_workid56471	 Emil Aarestrup	Til rosentræet i lauras vindue.	Samlede Skrifter I	1800	1856	poems	170	268	0.63433	6.95096
aare03val_workid71558	 Emil Aarestrup	En soirée	Aarestrup vol 3	1800	1856	poems	191	370	0.51622	6.75194
staffeldt01val_workid64057	 Schack von Staffeldt	Tjørnen. [tjørnen.]	Samlede digte	1769	1826	poems	84	114	0.73684	6.13939
claussen07val_workid65599	 Sophus Claussen	Det nye gry	Lyrik V	1865	1931	poems	82	113	0.72566	6.07470
aakjaer01val_workid71647	 Jeppe Aakjær	Paa munkebjærg	SAMLEDE VÆRKER I	1866	1930	poems	136	212	0.64151	6.49075
hertz03val_workid53734	 Henrik Hertz	Sparekassen	Dramatiske Værker	1798	1870	drama	3115	25161	0.12380	8.21196
kingo04val_workid73375	 Thomas Kingo	Kom jesu, nu herodes hand er død	Samlede Skrifter 4	1634	1703	monographs	89	147	0.60544	5.90125
aare01val_workid74541	 Emil Aarestrup	Til mine øine.	Samlede Skrifter I	1800	1856	poems	88	140	0.62857	5.92280
stuckenberg02_workid57821	 Viggo Stuckenberg	Fattigt liv	SAMLEDE VÆRKER	1863	1905	poems	109	145	0.75172	6.45032
grundtvig12val_workid65301	 N.F.S. Grundtvig	Kong pharao vaagned en morgenstund	SAMLET UDGAVE	1783	1872	poems	335	683	0.49048	7.48356
claussen06val_workid59474	 Sophus Claussen	Frederiksberg	Lyrik IV	1865	1931	poems	306	603	0.50746	7.31650
bording01val_workid130045	 Anders Bording	Lykken kommer, lykken gaar	Digte	1619	1677	poems	158	374	0.42246	6.11490
larsenthfiredigt_workid62309	 Thøger Larsen	Under lindene paa engen	Fire digtsamlinger 1904-1912	1875	1928	poems	138	221	0.62443	6.55147
blich05_workid70772	 Steen Steensen Blicher	Julianes giftermaal	Udvalgte Værker	1782	1848	monographs	1780	6855	0.25966	8.44307
oehl05val_workid59000	 Adam Oehlenschläger	Op, zion, at oplukke	POETISKE SKRIFTER V	1779	1850	poems	2528	8651	0.29222	9.05865
richardt01_workid73020	 Christian Richardt	Ved kongens hjemkomst fra sin sommerrejse.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892	poems	118	174	0.67816	6.42589
michs_01_workid57348	 Sophus Michaëlis	Oktober	DIGTE	1865	1932	poems	177	303	0.58416	6.81556
brorson03grval_workid72231	 Hans Adolph Brorson	Hvad seer min sulamith	Samlede skrifter	1694	1764	drama	238	500	0.47600	6.91261
brorson03grval_workid104364	 Hans Adolph Brorson	To fortaler til skrifter af hans henrich christophersen neuchs	Samlede skrifter	1694	1764	drama	411	797	0.51568	7.68152
kaalund01_workid71870	 H. V. Kaalund	Til kong frederik den syvende.	SAMLEDE DIGTE	1818	1885	poems	573	1445	0.39654	7.76135
bording01val_workid75144	 Anders Bording	Saa mange zopyros/ i fordom dage sig	Digte	1619	1677	poems	397	628	0.63217	8.04546
richardt03_workid64359	 Christian Richardt	Lys oktober.	SAMLEDE DIGTE. TREDJE DEEL.	1831	1892	poems	122	188	0.64894	6.46323
grundtvig04val_workid54331	 N.F.S. Grundtvig	Prøver af snorro og saxo	UDVALGTE SKRIFTER	1783	1872	drama	6067	28339	0.21409	9.26676
richardt01_workid66160	 Christian Richardt	Et romersk æsel.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892	poems	168	346	0.48555	6.59733
wintherchr01val_workid91283	 Christian Winther	Min sjæl var viklet ind i smertens traade	Poetiske Skrifter 1	1796	1876	poems	90	119	0.75630	6.15509
grundtvig12val_workid80788	 N.F.S. Grundtvig	Der kom tre svare hungers-aar	SAMLET UDGAVE	1783	1872	poems	207	356	0.58146	7.09365
richardt01_workid80760	 Christian Richardt	Tornerose.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892	poems	1811	6428	0.28174	8.61468
aakjaer02val_workid67820	 Jeppe Aakjær	Juleaften.	SAMLEDE VÆRKER II	1866	1930	poems	165	266	0.62030	6.77421
bording01val_workid99919	 Anders Bording	At du gudfryctig varst och som dit nafn udtyder	Digte	1619	1677	poems	92	114	0.80702	6.37355
michs_11_workid60671	 Sophus Michaëlis	Til naturen	ROMERSK FORAAR	1865	1932	poems	248	399	0.62155	7.29614
aare01val_workid74965	 Emil Aarestrup	Den 4de juli 1823.	Samlede Skrifter I	1800	1856	poems	147	219	0.67123	6.72158
kingo04val_workid63651	 Thomas Kingo	Ah sandhed! ah! gud bedre dig!	Samlede Skrifter 4	1634	1703	monographs	147	247	0.59514	6.62312
grundtvig12val_workid78395	 N.F.S. Grundtvig	Samson var træl i filisternes land	SAMLET UDGAVE	1783	1872	poems	196	349	0.56160	6.80873
skjold_03_workid57360	 Johan Skjoldborg	De gamles varmestuer	DYNÆS DIGTE	1861	1936	poems	124	286	0.43357	6.17936
michs_03_workid54087	 Sophus Michaëlis	Kraft	SOLBLOMSTER	1865	1932	monographs	4419	19371	0.22812	8.86464
bording01val_workid72784	 Anders Bording	Hvo fast har grundvol lagt/ hans bygning fast ved blifver	Digte	1619	1677	poems	75	96	0.78125	6.04565
claussen05val_workid58883	 Sophus Claussen	4de møde	Lyrik III	1865	1931	poems	39	58	0.67241	4.97377
aakjaer01val_workid100954	 Jeppe Aakjær	Majsol	SAMLEDE VÆRKER I	1866	1930	poems	101	165	0.61212	6.12182
wintherchr01val_workid83253	 Christian Winther	Jesum, jesum, jesum sigter	Poetiske Skrifter 1	1796	1876	poems	59	75	0.78667	5.69583
munp1_workid71527	 Gustaf Munch-Petersen	"Digte omkring ""det underste land"""	samlede skrifter I	1912	1938	poems	672	1530	0.43922	7.90558
grundtvig06val_workid54333	 N.F.S. Grundtvig	Hovedstrømninger. reaktionen i frankrig (1874)	UDVALGTE SKRIFTER	1783	1872	monographs	19816	248824	0.07964	9.58937
plough01_workid88841	 Carl Ploug	Den 17de maj	SAMLEDE DIGTE	1813	1894	poems	159	247	0.64372	6.81005
moeller02val_workid58052	 Poul Martin Møller	Svane-sang	SKRIFTER I UDVALG	1794	1838	monographs	255	503	0.50696	7.19897
grundtvig11val_workid161061	 N.F.S. Grundtvig	Paaske-soel med pindse-luer	SAMLET UDGAVE	1783	1872	poems	208	389	0.53470	6.90621
skjold_03_workid56694	 Johan Skjoldborg	Træet	DYNÆS DIGTE	1861	1936	poems	198	348	0.56897	6.88128
holb05val_workid92810	 Ludvig Holberg	Diderich menschenskræk	Værker i tolv bind	1684	1754	drama	2181	11770	0.18530	8.34969
aakjaer02val_workid93292	 Jeppe Aakjær	Dueller. (h. heine.)	SAMLEDE VÆRKER II	1866	1930	poems	117	190	0.61579	6.33472
aare02val_workid56896	 Emil Aarestrup	I vers, fritz timm, hvad mere er, i stanzer	Samlede Skrifter II	1800	1856	poems	544	1017	0.53491	8.13485
sthen01val_workid65966	 Hans Christensen Sthen	Om døden, en nyttig betænckelse oc regel. augustinus. communis est mortis via ...	Skrifter I En liden Vandrebog	1544	1610	monographs	262	565	0.46372	7.14490
kaalund01_workid89493	 H. V. Kaalund	En aaben hilsen til holger drachmann.	SAMLEDE DIGTE	1818	1885	poems	718	1844	0.38937	7.98176
grundtvig11val_workid146576	 N.F.S. Grundtvig	Aften rød giør morgen sød	SAMLET UDGAVE	1783	1872	poems	173	321	0.53894	6.58802
boedtcher01_workid87180	 Ludvig Bødtcher	Til min kjære ven il maestro a. p. berggreen!	SAMLEDE DIGTE	1793	1874	poems	60	70	0.85714	5.80421
kingo04val_workid54714	 Thomas Kingo	Vinterparten af danmarks og norges kirkes forordnede psalmebog (1689)	Samlede Skrifter 4	1634	1703	monographs	11769	121053	0.09722	9.00384
aare01val_workid70375	 Emil Aarestrup	Til amanda.	Samlede Skrifter I	1800	1856	poems	100	141	0.70922	6.19256
munp1_workid61653	 Gustaf Munch-Petersen	Ghasele (dk)	samlede skrifter I	1912	1938	poems	25	29	0.86207	4.53006
bording01val_workid110581	 Anders Bording	Det sidste mand fra doris hørde	Digte	1619	1677	poems	408	836	0.48804	7.66752
staffeldt01val_workid121139	 Schack von Staffeldt	Til phantasien [du, mit livs velsignede gudinde]	Samlede digte	1769	1826	poems	268	509	0.52652	7.13959
aakjaer01val_workid84549	 Jeppe Aakjær	Æ muespig	SAMLEDE VÆRKER I	1866	1930	poems	162	392	0.41327	6.34955
kingo04val_workid116406	 Thomas Kingo	I som aff hiertet ynckes vil	Samlede Skrifter 4	1634	1703	monographs	146	361	0.40443	6.34072
staffeldt01val_workid75774	 Schack von Staffeldt	Vii. dommen. ved slutningen af det attende aarhundred	Samlede digte	1769	1826	poems	138	188	0.73404	6.70404
kaalund01_workid79209	 H. V. Kaalund	De to heste.	SAMLEDE DIGTE	1818	1885	poems	69	102	0.67647	5.78830
goldschmidt02t_workid64288	 Meir Aron Goldschmidt	Tømmerpladsen	Noveller og andre fortællinger	1819	1887	short fiction	1739	6668	0.26080	8.55727
grundtvig11val_workid64887	 N.F.S. Grundtvig	Nu lader os sjunge en vise	SAMLET UDGAVE	1783	1872	poems	209	509	0.41061	6.59108
kingo04val_workid102541	 Thomas Kingo	Lad andre hen i trældom gaa	Samlede Skrifter 4	1634	1703	monographs	139	215	0.64651	6.59086
kingo03val_workid96110	 Thomas Kingo	Nu rinder solen op af østerlide	Samlede Skrifter 3	1634	1703	monographs	360	689	0.52250	7.48372
munp1_workid74234	 Gustaf Munch-Petersen	Kødet taler	samlede skrifter I	1912	1938	poems	744	1483	0.50169	8.23066
grundtvig10val_workid55544	 N.F.S. Grundtvig	Rønnebæksholm i	UDVALGTE SKRIFTER	1783	1872	poems	302	686	0.44023	7.22130
rode_01_workid57791	 Helge Rode	En fabel	HVIDE BLOMSTER	1870	1937	poems	89	149	0.59732	6.00164
aakjaer01val_workid66318	 Jeppe Aakjær	Trosskifte	SAMLEDE VÆRKER I	1866	1930	poems	105	152	0.69079	6.34870
grundtvig08val_workid165964	 N.F.S. Grundtvig	Brage-snak	UDVALGTE SKRIFTER	1783	1872	monographs	12193	132779	0.09183	9.16939
kingo03val_workid90289	 Thomas Kingo	Nat søvn og slum, og seng far vel	Samlede Skrifter 3	1634	1703	monographs	125	183	0.68306	6.49789
aakjaer01val_workid65613	 Jeppe Aakjær	Salling. en skjæmtevise	SAMLEDE VÆRKER I	1866	1930	poems	262	445	0.58876	7.28281
wintherchr01val_workid102527	 Christian Winther	Jeg kan ikke rigtig finde	Poetiske Skrifter 1	1796	1876	poems	40	47	0.85106	5.21416
staffeldt01val_workid85922	 Schack von Staffeldt	Ix. erindring og haab [tidt jeg giennem mindets skyggerige]	Samlede digte	1769	1826	poems	81	108	0.75000	6.09637
brorson03grval_workid59271	 Hans Adolph Brorson	See! hvor hæftig døden ryster	Samlede skrifter	1694	1764	drama	39	49	0.79592	5.11747
aarestrup07val_workid70993	 Emil Aarestrup	Dødsstraffen (dk)	Udvalgte digte	1800	1856	poems	52	70	0.74286	5.54186
wied02val_workid75454	 Gustav Wied	Fader og søn, een mand	Romaner Noveller Skuespil 2	1858	1914	short fiction	642	1918	0.33472	7.80963
hcaeventyr02val_workid89462	 Hans Christian Andersen	Verdens deiligste rose.	Eventyr II	1805	1875	monographs	403	982	0.41039	7.53285
plough01_workid94885	 Carl Ploug	Oscar den første. (8de august 1859.)	SAMLEDE DIGTE	1813	1894	poems	654	1425	0.45895	8.03513
boedtcher01_workid81350	 Ludvig Bødtcher	Strikkebreve	SAMLEDE DIGTE	1793	1874	poems	143	243	0.58848	6.67589
bording01val_workid131215	 Anders Bording	Nu vill ieg slett lade fare	Digte	1619	1677	poems	110	129	0.85271	6.54201
munp2_workid66014	 Gustaf Munch-Petersen	Dagarna	samlede skrifter II	1912	1938	poems	29	47	0.61702	4.56722
bording01val_workid73685	 Anders Bording	Huad art af vers kand findis paa	Digte	1619	1677	poems	136	185	0.73514	6.78833
holb11val_workid63903	 Ludvig Holberg	Epistola 193	"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER"	1684	1754	poems	637	1671	0.38121	7.98734
wintherchr03val_workid68283	 Christian Winther	En novelle	Poetiske Skrifter 3	1796	1876	monographs	1851	6068	0.30504	8.63485
munp2_workid65528	 Gustaf Munch-Petersen	Danmarks hjerte	samlede skrifter II	1912	1938	poems	28	39	0.71795	4.65066
bagger01val_workid74690	 Carl Bagger	Fragmenter af den spanske krønike	UDVALGTE SKRIFTER	1807	1846	poems	1248	3296	0.37864	8.69353
plough01_workid82596	 Carl Ploug	Aften	SAMLEDE DIGTE	1813	1894	poems	335	605	0.55372	7.62941
grundtvig12val_workid117779	 N.F.S. Grundtvig	Verden døde	SAMLET UDGAVE	1783	1872	poems	472	1142	0.41331	6.77188
munp2_workid62020	 Gustaf Munch-Petersen	And now we'll say	samlede skrifter II	1912	1938	poems	69	147	0.46939	5.58214
hcaeventyr02val_workid80092	 Hans Christian Andersen	Den lykkelige familie.	Eventyr II	1805	1875	monographs	530	1574	0.33672	7.65530
jacob03val_workid57805	 J.P. Jacobsen	Et  kjærlighedsforhold (skizze)	Samlede Værker III	1847	1885	monographs	142	326	0.43558	6.44221
claussen06val_workid56790	 Sophus Claussen	Sommerland	Lyrik IV	1865	1931	poems	71	115	0.61739	5.81040
rode_04_workid54088	 Helge Rode	En politiker	ARIEL. EN DIGTSAMLING	1870	1937	poems	2645	13804	0.19161	8.14552
ewald02dkval_workid54698	 Johannes Ewald	Sørge-sange i christiansborgs slots-kirke den 18de martius 1766 ... (dk)	Udvalgte digte	1743	1781	poems	473	1166	0.40566	7.69892
hertz10_lev_workid76518	 Henrik Hertz	Morgen-epistel	Blandede Digte	1798	1870	poems	127	248	0.51210	6.32021
aare02val_workid66934	 Emil Aarestrup	Venskabstrøst	Samlede Skrifter II	1800	1856	poems	102	185	0.55135	6.04279
holb11val_workid59569	 Ludvig Holberg	Epistola 89	"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER"	1684	1754	poems	260	568	0.45775	7.19521
michs_11_workid55761	 Sophus Michaëlis	Den døde	ROMERSK FORAAR	1865	1932	poems	196	321	0.61059	6.83518
kaalund01_workid68855	 H. V. Kaalund	Kejserkronen.	SAMLEDE DIGTE	1818	1885	poems	73	119	0.61345	5.73904
heibergpa01val_workid124347	 Peter Andreas Heiberg	Vise paa den bedste faders fødseldag, den 29. august 1793	Udvalgte Skrifter	1758	1841	poems	133	207	0.64251	6.56768
grundtvig11val_workid101903	 N.F.S. Grundtvig	Vi samles for dit aasyn her	SAMLET UDGAVE	1783	1872	poems	41	53	0.77358	5.13340
hcaeventyr03val_workid62842	 Hans Christian Andersen	Det gamle egetræes sidste drøm. (et jule-eventyr.)	Eventyr III	1805	1875	monographs	808	2413	0.33485	8.07295
larsenthfiredigt_workid65663	 Thøger Larsen	Barnet	Fire digtsamlinger 1904-1912	1875	1928	poems	103	142	0.72535	6.28942
brorson01_workid69584	 Hans Adolph Brorson	Hvo hiertet vil omskære,	Samlede skrifter	1694	1764	monographs	323	760	0.42500	7.03787
brorson01_workid115702	 Hans Adolph Brorson	O jesu! see	Samlede skrifter	1694	1764	monographs	471	1158	0.40674	7.53511
ewald02dkval_workid74772	 Johannes Ewald	Tanker ved salig hr. ulrich friderich suhms grav (dk)	Udvalgte digte	1743	1781	poems	196	354	0.55367	6.93947
aakjaer01val_workid59066	 Jeppe Aakjær	Dødsramt	SAMLEDE VÆRKER I	1866	1930	poems	84	115	0.73043	6.13340
bording01val_workid126708	 Anders Bording	Arme hierte du med skiel/ snart dig vel	Digte	1619	1677	poems	268	410	0.65366	7.50253
brorson02val_workid117335	 Hans Adolph Brorson	O hvor yndigt og hvor fyndigt	Samlede skrifter	1694	1764	monographs	288	789	0.36502	6.83848
sthen01val_workid73186	 Hans Christensen Sthen	Nu bede wi den hellig aand, etc. doct. mart. luth.	Skrifter I En liden Vandrebog	1544	1610	monographs	95	169	0.56213	5.88677
drachmann01_workid67354	 Holger Drachmann	Parket og galleri	SAMLEDE POETISKE SKRIFTER FØRSTE BIND	1846	1908	poems	488	1106	0.44123	7.68011
staffeldt01val_workid85421	 Schack von Staffeldt	Iii. den troefaste	Samlede digte	1769	1826	poems	75	95	0.78947	5.99308
heibergjl04val_workid75711	 Johan Ludvig Heiberg	Aprilsnarrene	Dramatik i udvalg	1791	1860	drama	2912	19535	0.14907	8.38341
rode_13_workid57048	 Helge Rode	Psykoanalysen	DEN VILDE ROSE	1870	1937	monographs	101	176	0.57386	6.24818
bording01val_workid104014	 Anders Bording	Ved hver af de bogstafvers tal	Digte	1619	1677	poems	72	79	0.91139	6.11701
ewald05val_workid77260	 Johannes Ewald	I anledning af hendes kongelige majestæts dronning juliana maria ... (1778)	Samlede skrifter	1743	1781	poems	302	696	0.43391	7.13276
brorson01_workid82970	 Hans Adolph Brorson	Vær velsignet, naade-throne,	Samlede skrifter	1694	1764	monographs	238	537	0.44320	6.78481
brorson02val_workid80606	 Hans Adolph Brorson	O jesu! min brudgom! livsaligste ven!	Samlede skrifter	1694	1764	monographs	422	1028	0.41051	7.40448
brorson03grval_workid61393	 Hans Adolph Brorson	Hvorledes gaaer det her?	Samlede skrifter	1694	1764	drama	163	302	0.53974	6.28320
kingo04val_workid85587	 Thomas Kingo	Saa haver du, o gamle simeon	Samlede Skrifter 4	1634	1703	monographs	86	132	0.65152	6.00745
arrebo01val_workid68940	 Anders C. Arrebo	Hexaëmeron. anden dag	Samlede Skrifter I	1587	1637	monographs	2800	10999	0.25457	8.87913
kaalund01_workid69757	 H. V. Kaalund	Uvejrsskyen.	SAMLEDE DIGTE	1818	1885	poems	141	240	0.58750	6.67206
