Fil;Mediatyp;Författare;Verk;Utgiven;Införd;Sidor;file_id
lb666474.xml;etext;Verner von Heidenstam;Renässans;1889;2012-05-23;sidor;lb666474_1537.txt
lb99904026.xml;faksimil;Carl Gustaf af Leopold, Olle Holmberg, Åke-Hugo Hanson;Samlade skrifter II:8;1996;2011-09-05;sidor;lb99904026_1844.txt
lb501926.xml;etext;Karl August Tavaststjerna;Laureatus;1897;2017-02-27;sidor;lb501926_1487.txt
lb99904148.xml;etext;Henning Berger;Drömlandet;1909;2017-06-19;sidor;lb99904148_1910.txt
lb99904003.xml;etext;Martina von Schwerin d. y.;Småsaker af en nybegynnare 3;1840;2009-04-08;sidor;lb99904003_1831.txt
lb1987407.xml;etext;Erik Axel Karlfeldt;Fridolins visor;1898;2015-05-25;sidor;lb1987407_685.txt
lb8203272.xml;etext;August Strindberg, Sven-Gustaf Edqvist;Samlade Verk 19. Utopier i verkligheten;1984;2007-09-18;sidor;lb8203272_1627.txt
lb1600767.xml;faksimil;Anonym;Strindberg frikänd! Strindbergska målet;1884;2016-02-04;sidor;lb1600767_404.txt
lb11855620.xml;faksimil;Gustaf Philip Creutz, Horace Engdahl, Marianne Molander Beyer;Dikter och brev;2010;2016-04-18;sidor;lb11855620_139.txt
lb7748.xml;faksimil;Anna Maria Lenngren, Theodor Hjelmqvist, Karl Warburg;Samlade skrifter III;1926;2011-08-01;sidor;lb7748_1584.txt
lb8203261.xml;etext;August Strindberg, Ann-Charlotte Gavel Adams;Samlade Verk 37. Inferno [svensk text];1994;2016-11-27;sidor;lb8203261_1616.txt
lb7758.xml;faksimil;Johan Olof Wallin, Emil Liedgren;Dikter I;1955–1957;2011-08-13;sidor;lb7758_1592.txt
lb1524996.xml;etext;Hjalmar Bergman;Herr von Hancken;1920;2008-05-16;sidor;lb1524996_324.txt
lb1342933.xml;etext;Maria Sandel;Mannen som reste sig;1927;2008-05-26;sidor;lb1342933_237.txt
lb22250.xml;etext;Selma Lagerlöf;Dagbok. Mårbacka III;1932;2013-10-27;sidor;lb22250_734.txt
lb11447288.xml;faksimil;Adolph Törneros, Per Wästberg, Jonas Ellerström;Resebrev;2009;2017-06-19;sidor;lb11447288_82.txt
lb111277.xml;faksimil;Adolph Törneros, Nils Afzelius;Brev och dagboksanteckningar IV;1962;2011-08-13;sidor;lb111277_73.txt
lb7644690.xml;etext;Johan Ludvig Runeberg, Lars Huldén;Dikter;1998;2010-05-13;sidor;lb7644690_1575.txt
lb2105354.xml;etext;Emilie Flygare-Carlén;Rosen på Tistelön. Senare delen;1842;2013-11-20;sidor;lb2105354_705.txt
lb2095391.xml;faksimil;Gustaf Henrik Mellin;Öjungfrun. Berättelse;1832;2016-05-31;sidor;lb2095391_702.txt
lb111268.xml;faksimil;Johan Ludvig Runeberg, Carl-Eric Thors, Tore Wretö;Samlade skrifter VII;1978;2011-08-13;sidor;lb111268_67.txt
lb877742.xml;etext;Värnlund, Rudolf;U 39;1939;2017-08-28;sidor;lb877742_1725.txt
lb666478.xml;etext;Oscar Levertin, Verner von Heidenstam;Pepitas bröllop;1890;2016-02-24;sidor;lb666478_1538.txt
lb99909054.xml;faksimil;August Strindberg, Conny Svensson;Samlade Verk 54. Historiska miniatyrer. Textkritisk kommentar;2010;2015-03-25;sidor;lb99909054_1970.txt
lb1618079.xml;etext;Victor Hugo Wickström;Sanningar om Stockholm;1907;2014-03-24;sidor;lb1618079_432.txt
lb3076411.xml;faksimil;Anna Maria Lenngren, Theodor Hjelmqvist, Karl Warburg;Samlade skrifter I;1999;2011-08-01;sidor;lb3076411_1367.txt
lb2221284.xml;etext;Edvard Flygare, Emilie Flygare-Carlén;Borta och hemma;1860;2013-11-19;sidor;lb2221284_733.txt
lb2186124.xml;etext;Viktor Rydberg;Fribytaren på Östersjön;1857;2013-03-19;sidor;lb2186124_725.txt
lb13960283.xml;faksimil;J. B. L. D. Strömberg, Svenska fornskriftsällskapet;De svenska resande kungarna – och maktens centrum;2013;2016-09-12;sidor;lb13960283_273.txt
lb1585989.xml;etext;Pontus Wikner;Naturens förbannelse eller syndens inflytande på den ofria verlden;1866;2014-08-22;sidor;lb1585989_376.txt
lb10271451.xml;etext;Karl August Tavaststjerna;Dikter i väntan;1890;2017-04-24;sidor;lb10271451_27.txt
lb159676.xml;faksimil;August Strindberg, Göran Rossholm;Le plaidoyer d’un fou. Andra delen. Kommentar;1993;2011-08-04;sidor;lb159676_383.txt
lb1728010.xml;etext;August Palm;Nemesis. Skådespel i fyra akter;1903;2010-09-08;sidor;lb1728010_617.txt
lb99909000.xml;faksimil;August Strindberg;Samlade Verk. Textkritisk kommentar. Allmänna Anvisningar;2008;2015-03-09;sidor;lb99909000_1924.txt
lb1626613.xml;faksimil;August Strindberg;Hemsöborna [1887];1887;2016-10-13;sidor;lb1626613_465.txt
lb1875152.xml;etext;Axel Wallengren;En hvar sin egen professor;1894;2008-04-26;sidor;lb1875152_663.txt
lb10442405.xml;faksimil;Paula Henrikson;Textkritisk utgivning. Råd och riktlinjer;2007;2013-10-18;sidor;lb10442405_37.txt
lb1980908.xml;faksimil;Wendela Hebbe;Tvillingbrodren. Novell;1851;2016-03-17;sidor;lb1980908_683.txt
lb516733.xml;faksimil;William Shakespeare, Carl August Hagberg;IX. Förvillelser. Lika för lika. Macbeth [övers. C. A. Hagberg];;2013-05-22;sidor;lb516733_1506.txt
lb468848.xml;etext;Anne Charlotte Leffler;Sonja Kovalevsky;1892;2009-02-10;sidor;lb468848_1454.txt
lb9705965.xml;etext;August Strindberg, Conny Svensson;Samlade Verk 71. Essäer, tidningsartiklar och andra prosatexter 1900-1912;2004;2009-05-05;sidor;lb9705965_1762.txt
lb99904068.xml;etext;Johan Murberg;Inträdestal (13 maj 1787);1802;2012-03-16;sidor;lb99904068_1867.txt
lb1645049.xml;etext;Gustaf Nerman;Stockholm 1950;1897;2009-04-06;sidor;lb1645049_530.txt
lb8077212.xml;etext;Verner von Heidenstam;Från Col di Tenda till Blocksberg;1888;2014-03-25;sidor;lb8077212_1599.txt
lb1316535.xml;etext;Hilma Angered Strandberg;Från det nya och gamla landet;1899;2014-02-17;sidor;lb1316535_222.txt
lb1797210.xml;faksimil;Anonym, Albert Ulrik Bååth;Egil Skalle-Grimssons Saga;1883;2017-03-27;sidor;lb1797210_635.txt
lb32802.xml;etext;Erik Gustaf Geijer;Den blå boken;1837;2009-05-12;sidor;lb32802_1413.txt
lb114812.xml;faksimil;Thomas Thorild, Stellan Arvidsson;Samlade skrifter XII;1997;2011-08-13;sidor;lb114812_115.txt
lb1761868.xml;etext;Verner von Heidenstam;Tankar och teckningar;1899;2014-03-24;sidor;lb1761868_627.txt
lb111253.xml;faksimil;Johan Ludvig Runeberg, Sixten Belfrage, Olav Ahlbäck, Gunnar Tideström;Samlade skrifter XIII:1;1964;2011-08-13;sidor;lb111253_54.txt
lb8203282.xml;etext;August Strindberg, Hans Lindström;Samlade Verk 21. Tjänstekvinnans son III–IV;1996;2012-05-01;sidor;lb8203282_1637.txt
lb7626814.xml;faksimil;Skogekär Bergbo, Lars Burman;Wenerid [vetenskaplig utgåva];1993;2011-07-22;sidor;lb7626814_1560.txt
lb1639922.xml;faksimil;Frida Stéenhoff;Kärleken som kulturproblem;1912;2016-05-09;sidor;lb1639922_510.txt
lb9337407.xml;etext;August Strindberg, Per Stam, Karin Tidström;Samlade Verk 36. Naturvetenskapliga skrifter II;2003;2010-11-09;sidor;lb9337407_1747.txt
lb1623686.xml;etext;Ernst Josephson;Svarta rosor;1888;2016-02-24;sidor;lb1623686_446.txt
lb1682546.xml;etext;Magnus Jacob Crusenstolpe;Morianen. Andra delen;1840;2012-09-21;sidor;lb1682546_572.txt
lb516735.xml;faksimil;William Shakespeare, Carl August Hagberg;XI. Konung Lear. Muntra fruarna i Windsor. Stormen [övers. C. A. Hagberg];;2013-05-20;sidor;lb516735_1508.txt
lb114803.xml;faksimil;Thomas Thorild, Stellan Arvidsson;Samlade skrifter I;1933;2011-08-05;sidor;lb114803_110.txt
lb1623997.xml;etext;Mathilda Malling;Alice Brandt;1888;2013-01-21;sidor;lb1623997_449.txt
lb45359.xml;etext;Adolf Erik Nordenskiöld;Vegas färd kring Asien och Europa 1;1880;2010-11-05;sidor;lb45359_1451.txt
lb99999903.xml;faksimil;Haquin Spegel;Samlade skrifter III:2;2008;2011-09-12;sidor;lb99999903_1990.txt
lb7626815.xml;faksimil;Urban Hiärne, Bernt Olsson, Barbro Nilsson;Samlade dikter;1995;2015-03-07;sidor;lb7626815_1561.txt
lb502476.xml;faksimil;Heliga Birgitta, Carl-Gustaf Undhagen, Svenska fornskriftsällskapet;Revelaciones I;1978;2016-09-09;sidor;lb502476_1492.txt
lb498839.xml;etext;Ola Hansson;Det förlofvade landet;1906;2014-11-27;sidor;lb498839_1474.txt
lb1663531.xml;etext;Helena Nyblom;Fantasier;1896;2009-06-04;sidor;lb1663531_558.txt
lb1640369.xml;etext;Hjalmar Söderberg;Aftonstjärnan;1912;2012-01-17;sidor;lb1640369_512.txt
lb7626817.xml;faksimil;Lars Johansson (Lucidor), Stina Hansson;Samlade dikter;1997;2015-02-22;sidor;lb7626817_1562.txt
lb1325557.xml;etext;Maria Sandel;Hexdansen;1919;2008-05-26;sidor;lb1325557_226.txt
lb1207118.xml;etext;Victoria Benedictsson, Axel Lundegård;Final;1885;2012-11-19;sidor;lb1207118_156.txt
lb499346.xml;etext;Verner von Heidenstam;Karolinerna II;1898;2013-01-24;sidor;lb499346_1478.txt
lb19466852.xml;faksimil;Gustaf af Geijerstam, Albert Engström;Samlade allmogeberättelser I–II;1898;2017-02-27;sidor;lb19466852_676.txt
lb81314.xml;faksimil;Herman Hofberg, Frithiof Heurlin, Viktor Millqvist, Olof Rubenson;Svenskt biografiskt handlexikon. Senare delen L–Ö;1906;2017-08-28;sidor;lb81314_1602.txt
lb11729834.xml;etext;Maria Sandel;Familjen Vinge [1909];1909;2015-11-23;sidor;lb11729834_134.txt
lb135572.xml;faksimil;Georg Stiernhielm, Johan Nordström, Per Wieselgren;Samlade skrifter III:1;1937–1948;2011-08-13;sidor;lb135572_250.txt
lb8404152.xml;etext;August Strindberg, Conny Svensson;Samlade Verk 53. Götiska rummen;2001;2009-08-19;sidor;lb8404152_1701.txt
lb114784.xml;faksimil;Hedvig Charlotta Nordenflycht, Hilma Borelius, Theodor Hjelmqvist;Samlade skrifter III:1;1938;2011-09-12;sidor;lb114784_98.txt
lb45360.xml;etext;Adolf Erik Nordenskiöld;Vegas färd kring Asien och Europa 2;1881;2010-11-06;sidor;lb45360_1452.txt
lb11984.xml;etext;Henning Berger;Ysaïl;1905;2017-06-19;sidor;lb11984_145.txt
lb31096.xml;etext;Gustaf af Geijerstam;Medusas hufvud;1895;2008-10-09;sidor;lb31096_1375.txt
lb99909053.xml;faksimil;August Strindberg, Conny Svensson;Samlade Verk 53. Götiska rummen. Textkritisk kommentar;2013;2015-03-25;sidor;lb99909053_1969.txt
lb1435563.xml;etext;Dan Andersson;Kolarhistorier;1914;2007-08-13;sidor;lb1435563_280.txt
lb365026.xml;etext;Nils Linder;Svenska språket i modern diktkonst;1902;2012-05-21;sidor;lb365026_1430.txt
lb1563139.xml;faksimil;August Quennerstedt;Karolinska krigares dagböcker. XI;1916;2017-02-27;sidor;lb1563139_361.txt
lb8412184.xml;etext;Runar Schildt;Den segrande Eros;1913;2014-09-23;sidor;lb8412184_1704.txt
lb1280925.xml;faksimil;Johan Anders Wadman, Herman Bjursten;Samlade skrifter 1;1855;2017-08-28;sidor;lb1280925_209.txt
lb11560308.xml;faksimil;Charlotte Brontë, Ulrika Sophia von Strussenfelt;Villette. Roman af Currer Bell;1854;2016-05-10;sidor;lb11560308_123.txt
lb99904060.xml;etext;Johan Henrik Kellgren;Inträdestal (5 april 1786);1801;2012-03-15;sidor;lb99904060_1859.txt
lb2067559.xml;etext;Erik Gustaf Geijer;Minnes-tal öfver erke-biskopen m.m. herr d:r J. O. Wallin;1840;2009-05-12;sidor;lb2067559_700.txt
lb516736.xml;faksimil;William Shakespeare, Carl August Hagberg;XII. Julius Cæsar. Antonius och Cleopatra. Köpmannen i Venedig [övers. C. A. Hagberg];;2013-05-20;sidor;lb516736_1509.txt
lb114776.xml;faksimil;Johan Henrik Kellgren, Sverker Ek;Samlade skrifter VII:2;1981;2011-09-09;sidor;lb114776_95.txt
lb70058.xml;etext;Emilie Flygare-Carlén;Skuggspel II;1865;2008-11-14;sidor;lb70058_1545.txt
lb1741593.xml;etext;August Bondeson;Skollärare John Chronschoughs memoarer;1897;2008-04-26;sidor;lb1741593_621.txt
lb7644445.xml;faksimil;Verner von Heidenstam, Gudmund Fröberg;Hans Alienus;1995;2015-02-21;sidor;lb7644445_1569.txt
lb936235.xml;faksimil;August Strindberg;Giftas. Tolf äktenskapshistorier;1884;2016-06-01;sidor;lb936235_1750.txt
lb497987.xml;etext;Gustaf af Geijerstam;Boken om Lille-Bror;1900;2011-02-22;sidor;lb497987_1468.txt
lb2527173.xml;faksimil;Gustaf af Geijerstam;Äktenskapets komedi;1898;2017-02-27;sidor;lb2527173_1254.txt
lb99907004.xml;etext;Selma Lagerlöf;Gösta Berlings saga 2 [vetenskaplig utgåva];;2014-05-22;sidor;lb99907004_1913.txt
lb294064.xml;etext;Per Daniel Amadeus Atterbom;Svenska siare och skalder V;1849;2015-01-21;sidor;lb294064_1332.txt
lb99904079.xml;etext;Per Daniel Amadeus Atterbom;Inträdestal (29 maj 1840);1843;2012-07-12;sidor;lb99904079_1878.txt
lb472691.xml;etext;Karin Boye;Kallocain;1940;2012-01-19;sidor;lb472691_1456.txt
lb1343345.xml;etext;Birger Sjöberg;Fridas andra bok;1929;2009-06-05;sidor;lb1343345_238.txt
lb1280926.xml;faksimil;Johan Anders Wadman, Herman Bjursten;Samlade skrifter 2;1855;2017-08-28;sidor;lb1280926_210.txt
lb1287618.xml;faksimil;Isidor Kjellberg;Rim vid den skandinaviska föreningens invigningsfest;1870;2017-08-28;sidor;lb1287618_215.txt
lb99904090.xml;etext;Frans Michael Franzén;Minne af Fru Anna Maria Lenngren, född Malmstedt;1821;2012-10-15;sidor;lb99904090_1888.txt
lb45512.xml;faksimil;Gudmund Frunck;Bref rörande Nya skolans historia;1886;2013-04-09;sidor;lb45512_1453.txt
lb1625905.xml;etext;Viktor Rydberg;Fädernas gudasaga. Berättad för ungdomen;1887;2015-03-27;sidor;lb1625905_464.txt
lb479295.xml;etext;Viktor Rydberg;Den siste athenaren;1859;2013-03-20;sidor;lb479295_1457.txt
lb1649002.xml;etext;Dan Andersson;Svarta ballader;1917;2007-08-13;sidor;lb1649002_536.txt
lb99909032.xml;faksimil;August Strindberg, Gunnar Ollén;Samlade Verk 32. Folk-komedin Hemsöborna. Himmelrikets nycklar. Textkritisk kommentar;2014;2015-03-25;sidor;lb99909032_1950.txt
lb22141.xml;etext;Karin Boye;För trädets skull;1935;2012-01-17;sidor;lb22141_728.txt
lb1887891.xml;faksimil;Charles Perrault, Gustave Doré, Julius Humble;Charles Perraults Sagor;1873;2017-03-27;sidor;lb1887891_664.txt
lb1563137.xml;faksimil;August Quennerstedt;Karolinska krigares dagböcker. IX;1913;2017-02-27;sidor;lb1563137_359.txt
lb1371508.xml;faksimil;Eric Hermelin;Factum et causa;1940;2017-03-27;sidor;lb1371508_264.txt
lb2435111.xml;etext;Sophia Elisabeth Brenner;Poetiske Dikter 1;1713;2007-09-12;sidor;lb2435111_1116.txt
lb12102.xml;etext;Selma Lagerlöf;Anna Svärd;1928;2013-10-10;sidor;lb12102_167.txt
lb498481.xml;etext;Gustaf Fröding;Stänk och flikar. Dikter;1896;2015-05-21;sidor;lb498481_1472.txt
lb114772.xml;faksimil;Johan Henrik Kellgren, Sverker Ek, Allan Sjöding;Samlade skrifter V:1;1945–1946;2011-09-06;sidor;lb114772_92.txt
lb11377382.xml;etext;August Strindberg, Conny Svensson;Samlade Verk 18. Kvarstadsresan;2007;2013-10-27;sidor;lb11377382_79.txt
lb99909040.xml;faksimil;August Strindberg, Hans-Göran Ekman;Samlade Verk 40. Vid högre rätt. Textkritisk kommentar;2014;2015-03-25;sidor;lb99909040_1957.txt
lb491569.xml;etext;Selma Lagerlöf;Gösta Berlings saga [1933];1933;2014-04-25;sidor;lb491569_1465.txt
lb8208394.xml;etext;Verner von Heidenstam;Folkungaträdet. Bjälboarfvet;1907;2014-03-20;sidor;lb8208394_1653.txt
lb99909064.xml;faksimil;August Strindberg, Per Stam;Samlade Verk 64. Teater och intima teatern. Textkritisk kommentar;2013;2015-03-25;sidor;lb99909064_1979.txt
lb3159457.xml;etext;Josef Julius Wecksell;Samlade dikter;1868;2016-05-22;sidor;lb3159457_1398.txt
lb8225177.xml;etext;Johan Magnus Rosén;Den fria kärleken;1840;2011-12-14;sidor;lb8225177_1676.txt
lb135575.xml;faksimil;Georg Stiernhielm, Per Wieselgren;Samlade skrifter III:2;1957;2011-08-29;sidor;lb135575_252.txt
lb12398.xml;etext;Verner von Heidenstam;Heliga Birgittas pilgrimsfärd;1901;2011-04-12;sidor;lb12398_191.txt
lb12533836.xml;faksimil;Lars Wollin;Bilden av Budde;2011;2017-01-30;sidor;lb12533836_195.txt
lb111257.xml;faksimil;Johan Ludvig Runeberg, Gunnar Tideström, Carl-Eric Thors, Henrik Zilliacus;Samlade skrifter XVII:1;1972;2011-08-13;sidor;lb111257_57.txt
lb1611685.xml;etext;Erik Axel Karlfeldt;Hösthorn;1927;2015-05-25;sidor;lb1611685_411.txt
lb99904076.xml;faksimil;August Strindberg, Karin Petherick, Göran Stockenström;Samlade Verk 59:1. Ockulta dagboken (1);2012;2011-10-20;sidor;lb99904076_1875.txt
lb10415722.xml;etext;August Strindberg, Hans Söderström;Samlade Verk 8. Gamla Stockholm;2006;2013-04-27;sidor;lb10415722_34.txt
lb354083.xml;etext;Hjalmar Söderberg;Den allvarsamma leken;1912;2012-01-12;sidor;lb354083_1426.txt
lb2428871.xml;etext;Utile Dulci;Vitterhets-nöjen. Första delen;1769;2010-10-19;sidor;lb2428871_1014.txt
lb99904081.xml;etext;Selma Lagerlöf;Zachris Topelius, minnesteckning;1920;2012-07-12;sidor;lb99904081_1880.txt
lb1187656.xml;etext;Hjalmar Bergman;Farmor och Vår Herre;1921;2007-09-14;sidor;lb1187656_141.txt
lb1836211.xml;etext;Hjalmar Söderberg;Ödestimmen;1922;2012-01-19;sidor;lb1836211_650.txt
lb99909026.xml;faksimil;August Strindberg, Nils Åke Sjöstedt;Samlade Verk 26. Skärkarlsliv. Textkritisk kommentar;2009;2015-03-12;sidor;lb99909026_1946.txt
lb8208449.xml;faksimil;Heliga Birgitta, Ann-Mari Jönsson, Svenska fornskriftsällskapet;Revelaciones III;1998;2016-09-12;sidor;lb8208449_1657.txt
lb111265.xml;faksimil;Johan Ludvig Runeberg, Gunnar Castrén, Martin Lamm, Sixten Belfrage;Samlade skrifter XI;1956;2011-09-08;sidor;lb111265_65.txt
lb1648770.xml;faksimil;Ottilia Adelborg;Dalritningar;1920;2017-02-27;sidor;lb1648770_533.txt
lb498403.xml;etext;Gustaf Fröding;Guitarr och dragharmonika;1891;2008-11-17;sidor;lb498403_1469.txt
lb791261.xml;etext;Hjalmar Söderberg;Främlingarna;1903;2012-01-12;sidor;lb791261_1594.txt
lb1667841.xml;faksimil;Carl Fredric Dahlgren;Freja. Poetisk kalender III;1831;2017-05-22;sidor;lb1667841_569.txt
lb2231187.xml;faksimil;August Strindberg;Tjensteqvinnans son. Jäsningstiden [1886];1886;2016-10-28;sidor;lb2231187_736.txt
lb1581525.xml;etext;Anne Charlotte Leffler;Händelsevis;1869;2008-05-22;sidor;lb1581525_373.txt
lb10100578.xml;etext;Carl Fredric Dahlgren;Erke-biskopen m. m. Johan Olof Wallins afskeds-helsning;1839;2008-12-03;sidor;lb10100578_7.txt
lb2169911.xml;etext;Selma Lagerlöf;Osynliga länkar [1904];1904;2014-01-26;sidor;lb2169911_719.txt
lb99909048.xml;faksimil;August Strindberg, Gunnar Ollén;Samlade Verk 48. Kristina. Gustav III. Textkritisk kommentar;2008;2015-03-25;sidor;lb99909048_1965.txt
lb2002674.xml;etext;Victoria Benedictsson;Folklif och småberättelser;1887;2014-04-24;sidor;lb2002674_690.txt
lb904603.xml;etext;Hjalmar Bergman;Clownen Jac;1930;2006-12-16;sidor;lb904603_1734.txt
lb8901761.xml;faksimil;Johan Ludvig Runeberg, Lars Huldén, Barbro Ståhle Sjönell, Pia Forssell;Samlade skrifter VIII:2;2003;2011-08-13;sidor;lb8901761_1728.txt
lb1640370.xml;etext;Hjalmar Söderberg;Den talangfulla draken;1913;2012-01-16;sidor;lb1640370_513.txt
lb7751.xml;faksimil;Johan Runius, Erik Noreen;Samlade skrifter III;1950;2011-08-04;sidor;lb7751_1586.txt
lb10142759.xml;faksimil;Carl Jonas Love Almqvist, Petra Söderlund;Samlade verk III:1. Otryckta verk 1806–1817;2006;2015-03-05;sidor;lb10142759_12.txt
lb12044.xml;etext;Karin Boye;För lite;1936;2012-01-17;sidor;lb12044_150.txt
lb1644392.xml;etext;Gustaf af Geijerstam;Kampen om kärlek;1896;2008-10-08;sidor;lb1644392_526.txt
lb8075701.xml;faksimil;Gustaf Ljunggren;Svenska akademiens historia 1786–1886. Senare delen;1886;2012-03-01;sidor;lb8075701_1597.txt
lb2204431.xml;etext;Vilhelm Fredrik Palmblad;Noveller. Kärlek och politik;1840;2011-06-15;sidor;lb2204431_727.txt
lb1798027.xml;etext;Fredrik Cederborgh;Något litet om Grefve Jaques Pancrace von Himmel och Jord;1819;2006-12-16;sidor;lb1798027_637.txt
lb7644494.xml;etext;Hedvig Charlotta Nordenflycht, Torkel Stålmarck;Skrifter;1996;2016-02-18;sidor;lb7644494_1570.txt
lb365267.xml;faksimil;Anonym;Svenska Pressen om August Strindberg och religionen;1885;2016-02-04;sidor;lb365267_1431.txt
lb1627856.xml;etext;Marie Sophie Schwartz;Drömmerskan på Johan Henrik Kellgrens graf;1893;2010-04-07;sidor;lb1627856_477.txt
lb1438366.xml;etext;Dan Andersson;Det kallas vidskepelse;1916;2008-05-26;sidor;lb1438366_282.txt
lb294066.xml;etext;Per Daniel Amadeus Atterbom;Svenska siare och skalder VI:2;1855;2015-01-22;sidor;lb294066_1334.txt
lb41844.xml;etext;Martin Koch;Guds vackra värld. I;1916;2014-04-25;sidor;lb41844_1439.txt
lb1741594.xml;etext;August Bondeson;Skollärare John Chronschoughs memoarer. Ny följd;1904;2008-04-26;sidor;lb1741594_622.txt
lb99904006.xml;etext;Erik Johan Stagnelius, Fredrik Böök;Samlade skrifter II;1913;2009-11-10;sidor;lb99904006_1834.txt
lb53613.xml;faksimil;Carl Christoffer Gjörwell, Oscar Levertin;Svenska memoarer och bref II;1900;2012-06-13;sidor;lb53613_1513.txt
lb2691863.xml;etext;Nils Hasselskog;Hallå, hallå! Grönköping-Motala;1930;2009-03-16;sidor;lb2691863_1295.txt
lb111259.xml;faksimil;Johan Ludvig Runeberg, Gunnar Castrén, Martin Lamm, Sven Rinman;Samlade skrifter I;1933;2011-08-13;sidor;lb111259_59.txt
lb114775.xml;faksimil;Johan Henrik Kellgren, Sverker Ek, Allan Sjöding;Samlade skrifter VIII:2;1969–1972;2011-09-07;sidor;lb114775_94.txt
lb1597490.xml;etext;Ola Hansson;Literära silhouetter;1885;2008-10-10;sidor;lb1597490_388.txt
lb114796.xml;faksimil;Bengt Lidner, Harald Elovson;Samlade skrifter II;1937;2011-08-02;sidor;lb114796_107.txt
lb8233075.xml;etext;Selma Lagerlöf;Osynliga länkar [1933];1933;2011-08-29;sidor;lb8233075_1682.txt
lb8208447.xml;faksimil;Heliga Birgitta, Birger Bergh, Svenska fornskriftsällskapet;Revelaciones VII;1967;2016-12-12;sidor;lb8208447_1655.txt
lb13416197.xml;faksimil;Selma Lagerlöf, Petra Söderlund;Körkarlen [vetenskaplig utgåva];2012;2014-06-14;sidor;lb13416197_236.txt
lb2952461.xml;faksimil;August Palm, Erik Nordman;Sanning utan prester och jurister;1897;2017-08-28;sidor;lb2952461_1339.txt
lb99904087.xml;etext;Tor Andræ;Minne av Pontus Wikner;1939;2012-07-12;sidor;lb99904087_1885.txt
lb3021673.xml;etext;Viktor Rydberg;Singoalla (1865);1865;2008-02-22;sidor;lb3021673_1350.txt
lb1637466.xml;faksimil;Johan Mortensen;Clas Livijn. Ett nyromantiskt diktarefragment;1913;2014-03-07;sidor;lb1637466_505.txt
lb2240469.xml;faksimil;Wilhelmina Stålberg;Eva Widebeck eller Det går aldrig an;1840;2017-08-28;sidor;lb2240469_740.txt
lb99904085.xml;etext;Johan Olof Wallin;Dödens Engel. Religiöst Poem;1843;2012-07-12;sidor;lb99904085_1883.txt
lb1601645.xml;etext;Pontus Wikner;Några drag af kulturens offerväsen;1880;2014-08-22;sidor;lb1601645_406.txt
lb7644443.xml;faksimil;Hjalmar Bergman, Kerstin Dahlbäck;En döds memoarer;1995;2015-02-21;sidor;lb7644443_1568.txt
lb9197766.xml;etext;Mikael Lybeck;Dikter II;1895;2014-09-17;sidor;lb9197766_1743.txt
lb97938.xml;etext;Viktor Rydberg;Medeltidens magi;1865;2009-10-16;sidor;lb97938_1763.txt
lb1652432.xml;faksimil;Cyrus Granér, Louis Moe;Burre-Busses nya äventyr i Trollskogen;1918;2016-02-23;sidor;lb1652432_540.txt
lb8203288.xml;etext;August Strindberg, Hans-Göran Ekman;Samlade Verk 40. Vid högre rätt;1983;2016-06-19;sidor;lb8203288_1643.txt
lb1648619.xml;etext;Alfhild Agrell;En lappbok;1919;2017-05-22;sidor;lb1648619_532.txt
lb99909015.xml;faksimil;August Strindberg, James Spens;Samlade Verk 15. Dikter på vers och prosa. Sömngångarnätter på vakna dagar. Textkritisk kommentar;2016;2016-11-26;sidor;lb99909015_1936.txt
lb2975603.xml;etext;Hjalmar Procopé;Röda skyar;1907;2014-04-24;sidor;lb2975603_1340.txt
lb1475049.xml;etext;Jarl Hemmer;Skärseld;1925;2016-03-18;sidor;lb1475049_297.txt
lb1291899.xml;faksimil;Ivar Arosenius;Kattresan;1909;2008-11-10;sidor;lb1291899_216.txt
lb111258.xml;faksimil;Johan Ludvig Runeberg, Gunnar Tideström, Carl-Eric Thors, Olav Panelius;Samlade skrifter XVIII;1973;2011-08-13;sidor;lb111258_58.txt
lb2396251.xml;etext;Anna Maria Lenngren;Thé-Conseilen, Satire;1777;2009-08-06;sidor;lb2396251_779.txt
lb2514139.xml;etext;Samuel Brask;Filius Prodigus, Seu Imperitus Peregrinans;1645;2014-10-29;sidor;lb2514139_1178.txt
lb1654164.xml;etext;Erik Axel Karlfeldt;Flora och Bellona;1918;2015-05-25;sidor;lb1654164_542.txt
lb10188294.xml;faksimil;Anonym;En alldeles ny visa om det hemska ”Mälaredramat”. Vid kapt. Rönngrens graf;1905;2017-06-19;sidor;lb10188294_20.txt
lb12597.xml;etext;Selma Lagerlöf;Charlotte Löwensköld;1925;2013-10-25;sidor;lb12597_200.txt
lb10010072.xml;faksimil;Carl Michael Bellman, Olof Byström;Dikter II;1945;2011-09-09;sidor;lb10010072_2.txt
lb1613711.xml;faksimil;Hilma Svenson-Graner;Ny tid. En berättelse från storstrejkstider;1910;2015-06-03;sidor;lb1613711_419.txt
lb9994019.xml;etext;Carl Jonas Love Almqvist, Bertil Romberg;"Samlade verk 14. Europeiska missnöjets grunder; Det går an; Hvarför reser du?";1993;2011-02-19;sidor;lb9994019_1987.txt
lb1563140.xml;faksimil;August Quennerstedt;Karolinska krigares dagböcker. XII;1918;2017-02-27;sidor;lb1563140_362.txt
lb111276.xml;faksimil;Adolph Törneros, Nils Afzelius;Brev och dagboksanteckningar III;1960;2011-07-19;sidor;lb111276_72.txt
