Fil;Mediatyp;Författare;Verk;Utgiven;Införd;Sidor;file_id
lb2117941.xml;faksimil;Christoffer Eichhorn;Bokbindare och bokband i Sverige till år 1720;1888;2015-11-17;sidor;lb2117941_709.txt
lb385761.xml;etext;Hans Ruin;Poesiens mystik;1935;2016-03-24;sidor;lb385761_1436.txt
lb1631307.xml;etext;Henning Berger;Films;1914;2007-09-13;sidor;lb1631307_489.txt
lb1627860.xml;etext;Marie Sophie Schwartz;Förutsägelsen. Berättelse ur Esaias Tegnérs lif;1894;2011-10-20;sidor;lb1627860_481.txt
lb10131733.xml;faksimil;August Strindberg, Frans Eugène Fahlstedt;Legender [1898];1898;2016-10-20;sidor;lb10131733_9.txt
lb99909012.xml;faksimil;August Strindberg, Karl-Åke Kärnell;Samlade Verk 12. Det nya riket. Textkritisk kommentar;2014;2015-03-12;sidor;lb99909012_1935.txt
lb8222590.xml;etext;Henning Berger;Fata Morgana;1911;2017-06-19;sidor;lb8222590_1668.txt
lb99904100.xml;etext;Esaias Tegnér;Svea. Skaldestycke;1817;2013-02-21;sidor;lb99904100_1898.txt
lb2166032.xml;etext;Mikael Lybeck;Dikter III;1903;2014-09-17;sidor;lb2166032_718.txt
lb502499.xml;faksimil;Petrus de Dacia, Isak Collijn, Svenska fornskriftsällskapet;Vita B. Christinae Stumbelensis;1936;2016-12-12;sidor;lb502499_1495.txt
lb2245703.xml;etext;Jenny Maria Ödmann;Ebba Brahes ring;1902;2009-01-19;sidor;lb2245703_743.txt
lb1461421.xml;etext;Maria Sandel;Virveln;1913;2006-08-01;sidor;lb1461421_288.txt
lb1596981.xml;faksimil;Laura Valentine, August Strindberg;Barnens Fröjder;1879;2016-05-06;sidor;lb1596981_384.txt
lb2156982.xml;etext;Axel Kerfve;Gunnar Holms minnen 3. Hans höghets älskarinna;1900;2012-09-09;sidor;lb2156982_716.txt
lb1623562.xml;faksimil;Ellen Idström;Tvillingsystrarna. Berättelse för unga flickor;1893;2016-06-01;sidor;lb1623562_445.txt
lb8203283.xml;etext;August Strindberg, Hans Sandberg;Samlade Verk 22. Han och hon;1996;2009-05-05;sidor;lb8203283_1638.txt
lb2405311.xml;etext;Benjamin Höijer;Afhandling om den philosophiska construktionen;1799;2008-11-17;sidor;lb2405311_801.txt
lb2131686.xml;etext;Gustaf Fröding;Grillfängerier af Gustaf Fröding. II;1898;2015-05-21;sidor;lb2131686_713.txt
lb3112850.xml;etext;Sophie Elkan;Dur och moll;1889;2017-03-27;sidor;lb3112850_1387.txt
lb2764463.xml;etext;Leon Larsson;Hatets sånger;1906;2015-06-24;sidor;lb2764463_1311.txt
lb1556599.xml;etext;Julia Christina Nyberg;Nya dikter af Euphrosyne [3];1842;2014-09-19;sidor;lb1556599_347.txt
lb114830.xml;faksimil;August Strindberg, Carl Reinhold Smedmark;Mäster Olof II:1 [SVS];1957–1961;2011-08-13;sidor;lb114830_121.txt
lb7756.xml;faksimil;Johan Olof Wallin, Emil Liedgren, Sten Malmström;Dikter IV;1967;2011-07-22;sidor;lb7756_1590.txt
lb1615059.xml;etext;Alfred Kämpe;Trälar;1907;2008-10-13;sidor;lb1615059_423.txt
lb8374748.xml;etext;Per Hallström, Per Rydén;En skälmroman. Döda fallet;2001;2017-03-27;sidor;lb8374748_1697.txt
lb140422.xml;faksimil;Carl Michael Bellman, Carl Larsson, Magdalena Hellquist;Dikter III;1967;2011-09-14;sidor;lb140422_275.txt
lb2231186.xml;faksimil;August Strindberg;Tjensteqvinnans son. En själs utvecklingshistoria [1886];1886;2016-10-28;sidor;lb2231186_735.txt
lb294065.xml;etext;Per Daniel Amadeus Atterbom;Svenska siare och skalder VI:1;1852;2015-01-22;sidor;lb294065_1333.txt
lb2586550.xml;etext;Edith Södergran;Dikter;1916;2006-08-01;sidor;lb2586550_1265.txt
lb99909050.xml;faksimil;August Strindberg, Barbro Ståhle Sjönell;Samlade Verk 50. Klostret. Fagervik och Skamsund. Textkritisk kommentar;2013;2015-03-25;sidor;lb99909050_1967.txt
lb1656244.xml;etext;Lars Molin;Lasse-Majas besynnerliga öden;1916;2007-09-17;sidor;lb1656244_546.txt
lb1611719.xml;etext;Hjalmar Bergman;Hans nåds testamente;1910;2006-12-16;sidor;lb1611719_414.txt
lb1490866.xml;etext;Ellen Key;Bildning;1897;2008-10-15;sidor;lb1490866_307.txt
lb114760.xml;faksimil;Gunno Dahlstierna, Erik Noreen;Samlade dikter I;1920–1927;2011-08-13;sidor;lb114760_84.txt
lb108916.xml;etext;Sophie Elkan;Anckarström. II. Kungamördaren;1910;2008-12-01;sidor;lb108916_50.txt
lb99909071.xml;faksimil;August Strindberg, Conny Svensson;Samlade Verk 71. Essäer, tidningsartiklar och andra prosatexter 1900–1912. Textkritisk kommentar;2014;2015-03-25;sidor;lb99909071_1986.txt
lb1205720.xml;etext;Mathilda Malling;Berta Funcke;1885;2013-01-21;sidor;lb1205720_153.txt
lb1654585.xml;faksimil;Louis Moe, Georg Kalkar, Cyrus Granér;Kylle Kluck. En liten kycklings märkvärdiga äventyr;1919;2016-05-06;sidor;lb1654585_543.txt
lb1612943.xml;etext;Sophie Elkan;Från Östan och Västan;1908;2015-01-25;sidor;lb1612943_415.txt
lb13272584.xml;faksimil;Homeros, Erland Lagerlöf, Jan Stolpe;Lagerlöfs Homeros. Odysséen;2012;2015-05-18;sidor;lb13272584_227.txt
lb99909003.xml;faksimil;August Strindberg, Birger Liljestrand;Samlade Verk 3. Ungdomsdramer II. Textkritisk kommentar;2008;2015-03-09;sidor;lb99909003_1927.txt
lb8203256.xml;etext;August Strindberg, Göran Rossholm, Gunnel Engwall, Hans Levander;Samlade Verk 25. En dåres försvarstal;1999;2009-04-01;sidor;lb8203256_1612.txt
lb108915.xml;etext;Sophie Elkan;Anckarström. I. Jacob Jan;1910;2008-12-01;sidor;lb108915_49.txt
lb1652005.xml;etext;Ellen Key;Segern som övervinner världen;1916;2009-10-19;sidor;lb1652005_538.txt
lb1200937.xml;etext;Axel Lundegård;Titania. En kärlekssaga;1892;2015-01-23;sidor;lb1200937_147.txt
lb99909049.xml;faksimil;August Strindberg, Gunnar Ollén;Samlade Verk 49. Näktergalen i Wittenberg. Textkritisk kommentar;2008;2015-03-25;sidor;lb99909049_1966.txt
lb11625223.xml;faksimil;Sophia Elisabeth Brenner;Samlade dikter;2009;2015-03-07;sidor;lb11625223_126.txt
lb1280927.xml;faksimil;Johan Anders Wadman, Herman Bjursten;Samlade skrifter Bihang;1855;2017-08-28;sidor;lb1280927_211.txt
lb99909061.xml;faksimil;August Strindberg, Björn Sundberg;Samlade Verk 61. Siste riddaren. Riksföreståndaren. Bjälbo-jarlen. Textkritisk kommentar;2005;2015-03-25;sidor;lb99909061_1976.txt
lb99904072.xml;etext;Elis Schröderheim;Inträdestal (5 april 1786);1801;2012-03-16;sidor;lb99904072_1871.txt
lb503232.xml;faksimil;Fredrik August Dahlgren, Svenska fornskriftsällskapet;Skrifter till läsning för klosterfolk;1875;2016-09-12;sidor;lb503232_1496.txt
lb111260.xml;faksimil;Johan Ludvig Runeberg, Gunnar Castrén, Martin Lamm;Samlade skrifter II;1935;2011-08-13;sidor;lb111260_60.txt
lb2435414.xml;etext;Tankebyggarorden;Våra Försök. Vol. II;1754;2010-10-20;sidor;lb2435414_1124.txt
lb936234.xml;faksimil;August Strindberg;Giftas. Aderton äktenskapshistorier;1886;2016-06-01;sidor;lb936234_1749.txt
lb1481465.xml;etext;Maria Sandel;Droppar i folkhavet;1924;2006-08-01;sidor;lb1481465_302.txt
lb8203275.xml;etext;August Strindberg, Barbro Ståhle Sjönell;Samlade Verk 50. Klostret. Fagervik och Skamsund;1994;2007-09-21;sidor;lb8203275_1630.txt
lb1225268.xml;etext;Nathan Söderblom, Erik Axel Karlfeldt;Vid Gustaf Frödings bår;1911;2015-05-25;sidor;lb1225268_187.txt
lb99904050.xml;etext;Anders Botin;Inträdestal (5 april 1786);1801;2012-03-16;sidor;lb99904050_1849.txt
lb8219123.xml;etext;Värnlund, Rudolf;Den heliga familjen;1932;2017-08-28;sidor;lb8219123_1662.txt
lb2085265.xml;faksimil;Anders Lindeberg;Revolution och republik;1838;2017-06-19;sidor;lb2085265_701.txt
lb674497.xml;etext;Hjalmar Bergman;Lotten Brenners ferier;1928;2014-01-22;sidor;lb674497_1541.txt
lb11645.xml;faksimil;Gustaf Ljunggren;Svenska vitterhetens häfder 2;1877;2011-10-10;sidor;lb11645_128.txt
lb99904049.xml;etext;Gustaf Mauritz Armfelt;Svar på C. G. Leopolds inträdestal;1801;2012-03-16;sidor;lb99904049_1848.txt
lb99904051.xml;etext;Olof Celsius;Inträdestal (27 maj 1786);1801;2012-03-16;sidor;lb99904051_1850.txt
lb1626618.xml;faksimil;August Strindberg;Skärkarlslif [1888];1888;2016-10-13;sidor;lb1626618_467.txt
lb8203267.xml;etext;August Strindberg, Birger Liljestrand;Samlade Verk 3. Ungdomsdramer II;1991;2011-10-20;sidor;lb8203267_1622.txt
lb1722444.xml;etext;Carl Jonas Love Almqvist, Lars Burman;Samlade verk 25. Tre fruar i Småland;1998;2008-09-16;sidor;lb1722444_611.txt
lb1682033.xml;faksimil;Anna Wahlenberg, Louis Moe;Sagor ur Tusen och en natt. Första samlingen;1899;2016-10-13;sidor;lb1682033_570.txt
lb3110934.xml;etext;Edith Södergran;Landet som icke är;1925;2006-08-01;sidor;lb3110934_1382.txt
lb1663021.xml;faksimil;Hedvig Elisabet Charlotta, Carl Carlson Bonde;”Fersenska mordet”;1899;2016-03-17;sidor;lb1663021_554.txt
lb1722446.xml;etext;Carl Jonas Love Almqvist, Lars Burman;Samlade verk 29. Syster och bror;1999;2006-08-01;sidor;lb1722446_613.txt
lb908442.xml;faksimil;Samuel August Duse;Bland pingviner och sälar;1905;2016-04-24;sidor;lb908442_1738.txt
lb2589232.xml;etext;Emilie Flygare-Carlén;Romanhjeltinnan;1849;2008-02-21;sidor;lb2589232_1266.txt
lb1805795.xml;etext;Nathan Söderblom;Kristi pinas historia;1928;2009-10-19;sidor;lb1805795_642.txt
lb99909019.xml;faksimil;August Strindberg, Sven-Gustaf Edqvist;Samlade Verk 19. Utopier i verkligheten. Textkritisk kommentar;2009;2015-03-12;sidor;lb99909019_1940.txt
lb1579189.xml;faksimil;Charles Lutwidge Dodgson, Emily Nonnen;Alice’s äfventyr i sagolandet;1870;2016-01-20;sidor;lb1579189_372.txt
lb722097.xml;etext;Verner von Heidenstam;Svenskarna och deras hövdingar II;1911;2012-05-23;sidor;lb722097_1552.txt
lb114778.xml;faksimil;Carl August Ehrensvärd, Gunhild Bergh;Skrifter I;1923;2011-09-14;sidor;lb114778_96.txt
lb99904082.xml;etext;Gustaf Regnér;Svar på frågan: Om ålderdomen är, efter naturens inrättning, ett tillstånd af förlorad sällhet;1807;2012-07-12;sidor;lb99904082_1881.txt
lb29290.xml;etext;Karin Boye;Gömda land;1924;2012-01-19;sidor;lb29290_1328.txt
lb483767.xml;faksimil;Georg Stiernhielm, Johan Nordström;Samlade skrifter II:1;1924;2011-08-24;sidor;lb483767_1461.txt
lb1659525.xml;etext;Hjalmar Söderberg;Jahves eld;1918;2012-01-18;sidor;lb1659525_549.txt
lb502479.xml;faksimil;Heliga Birgitta, Hans Aili, Svenska fornskriftsällskapet;Revelaciones IV;1992;2016-12-09;sidor;lb502479_1494.txt
lb99904138.xml;faksimil;Adolph Törneros, Torkel Stålmarck, Petra Söderlund, Barbro Ståhle Sjönell;Brev och dagboksanteckningar V;2015;2017-03-27;sidor;lb99904138_1909.txt
lb99909042.xml;faksimil;August Strindberg, Claes Rosenqvist;Samlade Verk 42. Gustav Adolf. Textkritisk kommentar;2009;2015-03-25;sidor;lb99909042_1959.txt
lb1514128.xml;faksimil;Fredrika Bremer;Midsommar-resan;1848;2017-08-28;sidor;lb1514128_313.txt
lb2438634.xml;etext;Fredrik Cederborgh;Uno von Trasenberg 2;1809;2011-06-19;sidor;lb2438634_1146.txt
lb1993937.xml;faksimil;Johan Henrik Kellgren, Carina Burman, Lars Burman;Skrifter I;1995;2015-02-21;sidor;lb1993937_686.txt
lb12071104.xml;faksimil;Bengt R. Jonsson, Svenska fornskriftsällskapet;Erikskrönikans diktare;2010;2016-12-13;sidor;lb12071104_155.txt
lb2839329.xml;etext;Fredrik August Dahlgren;Wermlänningarne. Sorglustigt tal- sång och dansspel;1846;2014-10-30;sidor;lb2839329_1319.txt
lb2683001.xml;faksimil;Johann Wolfgang von Goethe, Walborg Hedberg;Valfrändskap. En roman;1903;2017-03-27;sidor;lb2683001_1294.txt
lb516727.xml;faksimil;William Shakespeare, Carl August Hagberg;I. En midsommarnattsdröm. Coriolanus. Hamlet [övers. C. A. Hagberg];;2013-05-20;sidor;lb516727_1500.txt
lb1636698.xml;etext;Mikael Lybeck;Dynastin Peterberg;1913;2016-11-25;sidor;lb1636698_503.txt
lb499304.xml;etext;Verner von Heidenstam;Endymion;1889;2011-04-12;sidor;lb499304_1475.txt
lb11812604.xml;etext;August Strindberg, Per Stam, Bo Bennich-Björkman;Samlade Verk 7. Kulturhistoriska studier;2009;2012-11-25;sidor;lb11812604_137.txt
lb1641687.xml;etext;Otto Witt;Skapelsen. Urtidsroman;1912;2013-08-20;sidor;lb1641687_518.txt
lb99909028.xml;faksimil;August Strindberg, Gunnar Ollén;Samlade Verk 28. Kamraterna. Marodörer. Textkritisk kommentar;2014;2015-03-13;sidor;lb99909028_1947.txt
lb99909017.xml;faksimil;August Strindberg, Hans Lindström;Samlade Verk 17. Likt och olikt I–II samt uppsatser och tidningsartiklar 1884–1889. Textkritisk kommentar;2017;2017-03-27;sidor;lb99909017_1938.txt
lb114759.xml;faksimil;Gunno Dahlstierna, Erik Noreen;Samlade dikter II;1928;2011-08-31;sidor;lb114759_83.txt
lb8692729.xml;faksimil;Tor Hedberg, Martin Kylhammar;Judas och versdramat Gerhard Grim;2002;2015-03-02;sidor;lb8692729_1718.txt
lb516729.xml;faksimil;William Shakespeare, Carl August Hagberg;III. Richard II. Henrik IV 1–2 [övers. C. A. Hagberg];;2013-05-20;sidor;lb516729_1502.txt
lb99909068.xml;faksimil;August Strindberg, Julia Kielmann;Samlade Verk 68. Tal till svenska nationen. Textkritisk kommentar;2014;2015-03-25;sidor;lb99909068_1983.txt
lb99904089.xml;etext;Frans Michael Franzén;Inträdes-tal (27 november 1811);1817;2012-10-15;sidor;lb99904089_1887.txt
lb305511.xml;etext;Ola Hansson;Dikter på vers och prosa;1901;2010-05-10;sidor;lb305511_1363.txt
lb1627854.xml;etext;Marie Sophie Schwartz;Det första och sista poemet;1893;2010-04-07;sidor;lb1627854_475.txt
lb874194.xml;faksimil;Fredrika Bremer;Hemmen i den nya verlden III;1854;2017-08-28;sidor;lb874194_1723.txt
lb22169.xml;etext;Karin Boye;Härdarna;1927;2012-01-19;sidor;lb22169_730.txt
lb1207121.xml;etext;Victoria Benedictsson, Axel Lundegård;Den bergtagna;1890;2012-11-19;sidor;lb1207121_157.txt
lb1634498.xml;etext;Verner von Heidenstam;Proletärfilosofiens upplösning och fall;1911;2012-05-23;sidor;lb1634498_494.txt
lb2429700.xml;etext;Benjamin Höijer;Åminnelsetal öfver Högstsalige Hans Majestät Konung Gustaf III;1792;2013-04-16;sidor;lb2429700_1051.txt
lb12043.xml;etext;Karin Boye;Kris;1934;2012-01-19;sidor;lb12043_149.txt
lb1556598.xml;etext;Julia Christina Nyberg;Samlade dikter af Euphrosyne [2];1832;2014-09-19;sidor;lb1556598_346.txt
lb1371511.xml;faksimil;Eric Hermelin;Om Sans;1939;2017-03-27;sidor;lb1371511_265.txt
lb7733.xml;faksimil;Olof von Dalin, Bengt Hesselman, Martin Lamm;Then Swänska Argus I [SVS];1910–1912;2011-07-21;sidor;lb7733_1578.txt
lb10436039.xml;faksimil;Emilie Flygare-Carlén;Ett köpmanshus i skärgården 1;2007;2015-03-07;sidor;lb10436039_35.txt
lb127375.xml;faksimil;Gustaf Uddgren;Stockholmsbohême. Skildringar ur konstnärslifvet;1912;2017-06-19;sidor;lb127375_205.txt
lb10459573.xml;etext;Bernhard Elis Malmström, Carl Johan Bergman;Linnæa Borealis;1840;2015-03-28;sidor;lb10459573_39.txt
lb3312561.xml;etext;Selma Lagerlöf;Gösta Berlings saga 2 [1895];1895;2010-06-06;sidor;lb3312561_1419.txt
lb8374748.xml;etext;Per Hallström, Per Rydén;En skälmroman. Döda fallet;2001;2017-03-27;sidor;lb8374748_1696.txt
lb1626833.xml;etext;Karl August Tavaststjerna;Korta bref från en lång bröllopsresa;1893;2017-04-24;sidor;lb1626833_472.txt
lb1470072.xml;etext;Hjalmar Bergman;Eros’ begravning;1922;2009-02-02;sidor;lb1470072_291.txt
lb499345.xml;etext;Verner von Heidenstam;Karolinerna I;1897;2013-01-23;sidor;lb499345_1477.txt
lb2127822.xml;etext;Johan Vilhelm Snellman;Tyskland, skildringar och omdömen från en resa 1840–1841;1842;2012-09-20;sidor;lb2127822_711.txt
lb31869.xml;etext;Selma Lagerlöf;Osynliga länkar [1894];1894;2013-11-22;sidor;lb31869_1400.txt
lb111266.xml;faksimil;Johan Ludvig Runeberg, Gunnar Tideström, Carl-Eric Thors, Kerstin Nyqvist, Lars Oljelund, Helena Solstrand, Johan Wrede;Samlade skrifter V;1974;2011-08-13;sidor;lb111266_66.txt
lb12075915.xml;faksimil;Carl Jonas Love Almqvist, Jon Viklund;Samlade Verk 3. Estetiska, filosofiska och akademiska avhandlingar;2010;2013-11-24;sidor;lb12075915_163.txt
lb8223760.xml;faksimil;Frida Stéenhoff;Feminismens moral. Föredrag;1903;2016-05-09;sidor;lb8223760_1673.txt
lb3110933.xml;etext;Edith Södergran;Framtidens skugga;1920;2006-08-01;sidor;lb3110933_1381.txt
lb1612991.xml;etext;Albert Engström;En bok;1905;2017-03-27;sidor;lb1612991_417.txt
lb1563132.xml;faksimil;August Quennerstedt;Karolinska krigares dagböcker. IV;1908;2017-02-27;sidor;lb1563132_354.txt
lb99904136.xml;etext;August Strindberg, Ann-Charlotte Gavel Adams;Samlade Verk 37. Inferno [fransk text];1994;2016-11-27;sidor;lb99904136_1907.txt
lb825792.xml;faksimil;August Falck;Fem år med Strindberg;1935;2014-05-12;sidor;lb825792_1688.txt
lb729416.xml;etext;Ola Hansson;Materialismen i skönlitteraturen;1892;2013-11-21;sidor;lb729416_1554.txt
lb1613203.xml;etext;Laura Fitinghoff;Barnen ifrån Frostmofjället;1907;2008-12-27;sidor;lb1613203_418.txt
lb2416751.xml;etext;Per Adolf Granberg;Enslighetsälskaren;1800;2011-03-21;sidor;lb2416751_898.txt
lb1163014.xml;etext;Selma Lagerlöf;En herrgårdssägen;1899;2011-11-09;sidor;lb1163014_127.txt
lb99909031.xml;faksimil;August Strindberg, Hans Lindström;Samlade Verk 31. I havsbandet. Textkritisk kommentar;2008;2015-03-13;sidor;lb99909031_1949.txt
lb1329240.xml;etext;Vilhelm Ekelund;Spår och tecken;1930;2016-10-25;sidor;lb1329240_229.txt
lb8208456.xml;faksimil;Fredrik August Dahlgren;Glossarium öfver föråldrade eller ovanliga ord och talesätt;1914;2012-08-27;sidor;lb8208456_1659.txt
lb11646.xml;faksimil;Gustaf Ljunggren;Svenska vitterhetens häfder 3;1881;2011-10-10;sidor;lb11646_129.txt
lb8222415.xml;etext;Mathilda Roos;Hvit ljung;1907;2014-11-27;sidor;lb8222415_1667.txt
lb1625481.xml;etext;Johan Wilhelm Personne;Strindbergs-litteraturen och osedligheten bland skolungdomen;1887;2009-02-09;sidor;lb1625481_461.txt
lb99904101.xml;etext;Esaias Tegnér;Inträdes-tal (22 juni 1819);1822;2013-02-21;sidor;lb99904101_1899.txt
lb1282241.xml;etext;Gustaf af Geijerstam;Fattigt folk I;1884;2009-09-17;sidor;lb1282241_212.txt
lb579410.xml;etext;Malla Silfverstolpe;Malla Montgomery-Silfverstolpes memoarer. 1;1908;2010-01-21;sidor;lb579410_1532.txt
lb1621079.xml;etext;Victoria Benedictsson;Efterskörd;1890;2008-12-02;sidor;lb1621079_439.txt
lb99904059.xml;etext;Anders Johan von Höpken;[Tal till Gustaf III vid Akademiens instiftelse];1801;2012-03-16;sidor;lb99904059_1858.txt
lb3083256.xml;etext;Edith Södergran;Septemberlyran;1918;2006-08-01;sidor;lb3083256_1370.txt
lb1335979.xml;etext;Hjalmar Söderberg;Resan till Rom;1929;2012-01-18;sidor;lb1335979_233.txt
lb99904092.xml;etext;Frans Michael Franzén;Minne af General-Amiralen Grefve Carl Aug. Ehrensvärd;1833;2012-10-15;sidor;lb99904092_1890.txt
lb114807.xml;faksimil;Thomas Thorild, Stellan Arvidsson;Samlade skrifter VII;1968;2011-08-13;sidor;lb114807_113.txt
lb8203280.xml;etext;August Strindberg, Magnus Röhl;Samlade Verk 30. Svensk-romanska studier;1992;2010-03-22;sidor;lb8203280_1635.txt
lb1763733.xml;etext;Sophie von Knorring;Bref till hemmet, under en sommarresa 1846;1847;2009-02-09;sidor;lb1763733_630.txt
lb8203254.xml;etext;August Strindberg, Gunnar Ollén;Samlade Verk 66. En blå bok II;1999;2010-10-22;sidor;lb8203254_1610.txt
lb1554239.xml;etext;Axel Hägerström;Om filosofiens betydelse för människan;1898;2014-08-21;sidor;lb1554239_344.txt
lb8198165.xml;etext;Oscar Levertin;Svenska gestalter;1903;2008-04-17;sidor;lb8198165_1605.txt
lb3112883.xml;etext;Sophie Elkan;Med sordin. Skisser och novelletter;1891;2015-01-23;sidor;lb3112883_1388.txt
lb2560025.xml;etext;Elisabeth Beskow;Vårdrömmar. Berättelser för ungdom;1927;2014-11-27;sidor;lb2560025_1260.txt
lb2586273.xml;etext;Zacharias Cajander;C. J. L. Almqvists ”Det går an,” uppfattad såsom en christlig idé;1847;2012-09-21;sidor;lb2586273_1264.txt
lb579409.xml;etext;Malla Silfverstolpe;Malla Montgomery-Silfverstolpes memoarer. 4;1911;2010-01-21;sidor;lb579409_1531.txt
lb8203260.xml;etext;August Strindberg, Gunnar Ollén;Samlade Verk 49. Näktergalen i Wittenberg;1988;2011-04-20;sidor;lb8203260_1615.txt
lb1644998.xml;etext;Petrus (Pelle) Molin, Gustaf af Geijerstam;Ådalens Poesi;1897;2015-06-17;sidor;lb1644998_529.txt
lb114832.xml;faksimil;August Strindberg, Carl Reinhold Smedmark;Mäster Olof II:2 [SVS];1975–1979;2011-08-13;sidor;lb114832_122.txt
lb1440238.xml;faksimil;Per Daniel Amadeus Atterbom, Louise Vinge;Rimmarbandet;1992;2011-08-13;sidor;lb1440238_284.txt
lb3211127.xml;faksimil;Gösta Oswald, Birgitta Holm;Skrifter I;2000;2015-02-21;sidor;lb3211127_1406.txt
lb1600766.xml;faksimil;August Strindberg;Utopier i verkligheten [1885];1885;2016-10-13;sidor;lb1600766_403.txt
lb516703.xml;faksimil;William Shakespeare, Carl August Hagberg;VI. Cymbeline. Kärt besvär förgäfves. Som ni behagar [övers. C. A. Hagberg];;2013-05-20;sidor;lb516703_1498.txt
lb305464.xml;etext;Ola Hansson;Resan hem II;1895;2011-03-23;sidor;lb305464_1361.txt
lb31230.xml;etext;Karl August Tavaststjerna;Affärer. Skådespel;1890;2014-10-22;sidor;lb31230_1393.txt
lb10479975.xml;faksimil;Emilie Flygare-Carlén;Ett köpmanshus i skärgården 2;2007;2015-03-07;sidor;lb10479975_41.txt
lb10307924.xml;etext;Lars Stenbäck;Dikter I, II;1850;2015-01-21;sidor;lb10307924_32.txt
lb11377383.xml;faksimil;August Strindberg, Camilla Kretz, Bo Ralph;Samlade Verk 69. Språkvetenskapliga skrifter I;2008;2014-09-23;sidor;lb11377383_80.txt
lb53884.xml;etext;Selma Lagerlöf;Jerusalem (I). I Dalarne;1901;2013-10-23;sidor;lb53884_1524.txt
lb70057.xml;etext;Emilie Flygare-Carlén;Skuggspel I;1865;2008-11-14;sidor;lb70057_1544.txt
lb1747161.xml;etext;Gustaf Fröding;Nya dikter;1894;2007-09-17;sidor;lb1747161_623.txt
lb114814.xml;faksimil;Thomas Thorild, Stellan Arvidsson;Samlade skrifter V;1975;2011-08-24;sidor;lb114814_117.txt
lb1615493.xml;faksimil;Clas Livijn, Johan Mortensen;Bref från fälttågen i Tyskland och Norge 1813 och 1814;1909;2013-08-06;sidor;lb1615493_428.txt
lb135593.xml;faksimil;Carl Gustaf af Leopold, Olle Holmberg, Åke-Hugo Hanson;Samlade skrifter II:6;1980;2011-09-05;sidor;lb135593_260.txt
lb1655581.xml;etext;Mikael Lybeck;Den röde André;1917;2016-11-16;sidor;lb1655581_545.txt
lb3111022.xml;etext;Kerstin Söderholm;Ord i natten;1933;2015-10-25;sidor;lb3111022_1385.txt
lb114791.xml;faksimil;Jacob Wallenberg, Nils Afzelius;Samlade skrifter I [1928];1928;2011-08-04;sidor;lb114791_104.txt
lb3111021.xml;etext;Kerstin Söderholm;Mörkret och människan;1941;2015-10-25;sidor;lb3111021_1384.txt
lb2433472.xml;etext;Esaias Tegnér;Vid Leopolds graf;1829;2013-04-16;sidor;lb2433472_1096.txt
lb99904095.xml;etext;Bernhard von Beskow;Ett besök i Lund vid aftäckningen af Tegnérs bildstod (1899);1900;2013-02-21;sidor;lb99904095_1893.txt
lb2581178.xml;faksimil;Jacob Wallenberg, Torkel Stålmarck;Samlade skrifter II [1999];1999;2015-03-07;sidor;lb2581178_1263.txt
lb8372778.xml;faksimil;Andreas Arvidi, Mats Malm;Manuductio Ad Poesin Svecanam;1996;2015-03-07;sidor;lb8372778_1691.txt
lb502470.xml;faksimil;Heliga Birgitta, Sten Eklund, Svenska fornskriftsällskapet;Opera minora I;1975;2016-12-12;sidor;lb502470_1490.txt
lb1329240.xml;etext;Vilhelm Ekelund;Spår och tecken;1930;2016-10-25;sidor;lb1329240_230.txt
lb11901890.xml;faksimil;Carl Jonas Love Almqvist, Petra Söderlund;Samlade verk III:2. Karmola;2010;2015-03-07;sidor;lb11901890_144.txt
lb2581177.xml;faksimil;Jacob Wallenberg, Torkel Stålmarck;Samlade skrifter I [1998];1998;2015-03-07;sidor;lb2581177_1262.txt
lb1630939.xml;etext;Hilma Angered Strandberg;På bygator och alpvägar;1915;2014-02-17;sidor;lb1630939_485.txt
lb1625218.xml;faksimil;Gustaf af Geijerstam;Nutid. En samling dikter och berättelser;1891;2017-02-27;sidor;lb1625218_459.txt
lb579411.xml;etext;Malla Silfverstolpe;Malla Montgomery-Silfverstolpes memoarer. 3;1910;2010-01-21;sidor;lb579411_1533.txt
lb273321.xml;faksimil;Adam Lewenhaupt;Karl XII:s officerare. Biografiska anteckningar;1920;2017-04-24;sidor;lb273321_1306.txt
lb262937.xml;etext;August Strindberg, Carl Reinhold Smedmark;Samlade Verk 6. Röda rummet;1981;2009-08-17;sidor;lb262937_1279.txt
lb1663227.xml;etext;Oscar Levertin;Från Gustaf III:s dagar;1896;2010-01-08;sidor;lb1663227_556.txt
lb3111020.xml;etext;Kerstin Söderholm;Mot ljuset på bergen;1926;2015-10-24;sidor;lb3111020_1383.txt
lb9161772.xml;etext;Carl Fredric Dahlgren;Resan till Solen eller Sång för Ångfartyget Norrland;1837;2008-12-03;sidor;lb9161772_1742.txt
lb8226065.xml;faksimil;Axel Emanuel Holmberg;Skandinaviens hällristningar;1848;2017-05-22;sidor;lb8226065_1678.txt
lb114769.xml;faksimil;Johan Henrik Kellgren, Sverker Ek, Allan Sjöding;Samlade skrifter VII:1;1938–1960;2011-09-06;sidor;lb114769_90.txt
lb99909063.xml;faksimil;August Strindberg, Gunnar Ollén;Samlade Verk 63. Den världshistoriska trilogin. Dramafragment. Textkritisk kommentar;2015;2015-08-22;sidor;lb99909063_1978.txt
lb1333491.xml;etext;Maria Sandel;Familjen Vinge [1913];1913;2012-09-20;sidor;lb1333491_232.txt
